fid,3D_Easting,3D_Northing,fid_2,theme,2D_Easting,2D_Northing,Distance_Easting,Distance_Northing,Distance
255,343633.468913658,116159.013207695,687897,Roads Tracks And Paths,343635.29,116159.63,-1.82108634192264,-0.616792304528644,1.92270336028804
256,343802.484838981,116157.047740007,563523,Roads Tracks And Paths,343800.81,116156.51,1.67483898071805,0.537740006999229,1.75904801709908
260,343728.654239283,116103.137260375,546550,Roads Tracks And Paths,343729.28,116102.24,-0.625760717142839,0.897260375393671,1.09391620171324
261,345960.753175523,116802.711601883,680536,Roads Tracks And Paths,345959.9,116802.6,0.853175523108803,0.111601882992545,0.860443753838367
263,348396.734691434,119286.439118794,917329,Roads Tracks And Paths,348395.3,119285.4,1.43469143408583,1.0391187943751,1.77147040050429
264,344968.888598802,116653.565197927,722323,Roads Tracks And Paths,344973.54,116651.91,-4.65140119759599,1.6551979270007,4.93712601404347
265,346218.141352778,117373.431397084,678830,Roads Tracks And Paths,346219.4,117374.3,-1.25864722224651,-0.868602916380041,1.52926905952248
266,347978.344531513,119019.669473548,656103,Roads Tracks And Paths,347979.56,119020.72,-1.21546848700382,-1.05052645184333,1.60653959457023
267,343695.677201715,116102.731035398,687841,Roads Tracks And Paths,343694.59,116103.1,1.08720171515597,-0.368964602501364,1.1481038486727
268,344619.424760602,116542.140553929,564771,Roads Tracks And Paths,344618.43,116542.71,0.994760601839516,-0.569446070978302,1.14621877611769
269,345957.445660759,117205.618322889,679636,Roads Tracks And Paths,345958.87,117208.39,-1.42433924082434,-2.77167711140646,3.11623752028733
271,348913.061275856,119721.514306155,901355,Roads Tracks And Paths,348914.91,119723.11,-1.84872414404526,-1.59569384473434,2.44213427290535
272,343930.080356619,116261.624785936,562279,Roads Tracks And Paths,343931.8,116263.9,-1.71964338148246,-2.27521406390588,2.8519769276892
273,345394.879693111,116848.055958954,679251,Roads Tracks And Paths,345398.59,116850.86,-3.71030688856263,-2.80404104631452,4.65070138761154
274,347133.946783748,118207.332115808,732379,Roads Tracks And Paths,347133.7,118207.4,0.246783747861627,-0.0678841920744162,0.255950154800163
276,343668.99473331,116115.827053077,689899,Roads Tracks And Paths,343670,116114.6,-1.00526668987004,1.22705307681463,1.58625986871083
277,343996.383372655,116349.074296799,564556,Roads Tracks And Paths,343993.71,116350.98,2.67337265476817,-1.90570320132247,3.2830817904513
278,345678.799619966,117020.058017318,679290,Roads Tracks And Paths,345681.17,117020.02,-2.37038003420457,0.0380173176381504,2.37068488479512
279,347326.452862746,118341.457221464,832873,Roads Tracks And Paths,347327.09,118341.31,-0.637137254467234,0.147221464139875,0.653925103152902
280,345651.741291512,117882.084249439,609913,Roads Tracks And Paths,345651.46,117883.85,0.281291511608288,-1.76575056122965,1.78801564841746
281,346065.242336219,117446.070313215,527971,Roads Tracks And Paths,346065.33,117447.35,-0.0876637808396481,-1.27968678507023,1.28268593441827
282,345933.958346259,116796.790579228,706523,Roads Tracks And Paths,345933.1,116797.4,0.858346258872189,-0.609420772030717,1.05268797727646
284,346557.624385539,117700.722247465,732163,Roads Tracks And Paths,346558.53,117701.48,-0.905614460643847,-0.757752535151667,1.18081601270309
286,344671.476414175,116540.096559705,723110,Roads Tracks And Paths,344672.162,116540.702,-0.685585825238377,-0.605440295257722,0.914650684627494
287,345737.564692293,117794.335783611,810578,Roads Tracks And Paths,345739.69,117794.85,-2.12530770688318,-0.514216389332432,2.18663013424656
288,345784.640972392,116989.802762858,679197,Roads Tracks And Paths,345783.27,116989.1,1.37097239180002,0.702762858127244,1.54059758984657
289,347992.064046598,118930.257401391,911860,Roads Tracks And Paths,347991.945,118929.332,0.119046598148998,0.925401390821207,0.933027237900734
290,345746.733512394,117070.49727161,528257,Roads Tracks And Paths,345746.27,117070.89,0.463512394169811,-0.392728390332195,0.607518994042118
291,348570.159492939,119474.075244953,917649,Roads Tracks And Paths,348573.33,119477.53,-3.17050706065493,-3.45475504710339,4.68907746333424
293,345404.939359052,116823.858785305,593609,Roads Tracks And Paths,345406.76,116824.09,-1.82064094784437,-0.231214694620576,1.83526393087646
294,345962.267214778,117501.247421732,678721,Roads Tracks And Paths,345959.49,117498.58,2.77721477777231,2.66742173234525,3.85072209073372
295,346290.044868345,117487.390232265,535492,Roads Tracks And Paths,346287.67,117485.5,2.37486834521405,1.89023226531572,3.03528872991357
296,347146.22520104,118159.233056556,833456,Roads Tracks And Paths,347145.88,118160.95,0.345201040268876,-1.7169434439711,1.75130195797243
297,347982.376657876,118982.627958239,917775,Roads Tracks And Paths,347983.21,118982.36,-0.833342123543844,0.267958238560823,0.875363188902287
298,346103.973381629,117260.326014042,678837,Roads Tracks And Paths,346105.82,117260.34,-1.84661837125896,-0.0139859583869111,1.84667133407737
299,347114.057669406,118152.576335539,833436,Roads Tracks And Paths,347113.8,118152.9,0.257669406419154,-0.323664461146109,0.413705458525024
300,348941.613469335,119739.012862535,901494,Roads Tracks And Paths,348941.96,119738.66,-0.346530665119644,0.352862534957239,0.494565941452413
301,343701.484429387,116232.875505182,689318,Roads Tracks And Paths,343702.23,116233.9,-0.745570612663869,-1.02449481759686,1.26706952048844
302,343916.143650621,116282.245819832,564693,Roads Tracks And Paths,343915,116282.1,1.14365062117577,0.145819831668632,1.15290943556881
304,347203.892202242,118272.318631855,601854,Roads Tracks And Paths,347203.5,118273.05,0.392202242452186,-0.731368144784938,0.829892741377273
305,343623.120052537,116090.064014138,579782,Roads Tracks And Paths,343622.73,116090.98,0.390052537142765,-0.915985861720401,0.995575753322254
307,346005.063818993,116658.392025992,680419,Roads Tracks And Paths,346004.04,116658.27,1.02381899341708,0.122025991629926,1.03106531020825
308,344622.664341135,116521.638437435,562189,Roads Tracks And Paths,344622,116521.9,0.664341134892311,-0.261562564526685,0.71397767379084
311,343791.703312949,116177.127121962,564666,Roads Tracks And Paths,343790.23,116176.56,1.47331294917967,0.567121961823432,1.57869514656977
312,345795.724014137,117008.046826169,527499,Roads Tracks And Paths,345796.47,117009.39,-0.745985863381065,-1.34317383090092,1.5364279509243
313,343755.801124489,116083.903075413,564832,Roads Tracks And Paths,343756.39,116084.48,-0.58887551096268,-0.576924587032408,0.824388468219972
314,345769.930886729,116990.223182195,679153,Roads Tracks And Paths,345771.32,116991.7,-1.38911327085225,-1.47681780501443,2.0274680043013
315,345937.642262178,116819.298721348,593613,Roads Tracks And Paths,345941.2,116816.7,-3.55773782188771,2.59872134817124,4.40577473944496
319,346107.570775245,117350.411733885,679338,Roads Tracks And Paths,346109.16,117349.88,-1.5892247549491,0.531733884708956,1.67582106619135
320,348078.779759776,118923.7693522,615895,Roads Tracks And Paths,348079.534,118924.754,-0.75424022419611,-0.984647799967206,1.24032641098046
321,343739.242874532,116077.611934135,547266,Roads Tracks And Paths,343737.52,116078.76,1.72287453169702,-1.14806586546183,2.07035066677335
322,345756.129942084,117078.584508273,528263,Roads Tracks And Paths,345755.47,117078.79,0.659942084515933,-0.205491727319895,0.691194910942021
324,348878.815338255,119729.585401674,484896,Roads Tracks And Paths,348880.23,119731.16,-1.41466174484231,-1.57459832596942,2.11674933340393
325,345391.857904987,116854.351918805,679813,Roads Tracks And Paths,345388.63,116852.79,3.22790498717222,1.56191880522238,3.5859393414165
326,347138.708250836,118217.727076292,833527,Roads Tracks And Paths,347137.1,118218.1,1.6082508363761,-0.372923707647715,1.65092181657102
327,344689.367916344,116569.308734471,593813,Roads Tracks And Paths,344690.07,116570.64,-0.70208365644794,-1.3312655294867,1.50505460719896
328,345729.895629232,117831.237255856,723589,Roads Tracks And Paths,345729.81,117831.35,0.0856292318785563,-0.112744144455064,0.141575447945666
330,343663.36950371,116104.105856997,688173,Roads Tracks And Paths,343664.4,116105.6,-1.03049629041925,-1.4941430031904,1.81504432963789
331,344040.305906473,116340.496632459,562256,Roads Tracks And Paths,344041.03,116341.64,-0.724093526951037,-1.14336754080432,1.35336645781448
332,345539.609510619,116935.404741833,679241,Roads Tracks And Paths,345542.94,116938.27,-3.33048938092543,-2.86525816722133,4.3933886558425
333,347307.381852064,118326.471861159,602874,Roads Tracks And Paths,347305.5,118324.41,1.88185206375783,2.06186115930905,2.7915298010476
334,343664.588849146,116162.49647184,687913,Roads Tracks And Paths,343660.89,116161.33,3.69884914602153,1.16647184047906,3.87841998237102
335,345985.100815748,116737.786707887,663742,Roads Tracks And Paths,345986.8,116736.9,-1.69918425159995,0.886707887082594,1.91663194116652
336,345713.063547747,118061.775927576,843492,Roads Tracks And Paths,345713.11,118061.86,-0.0464522530091926,-0.084072424142505,0.096051987542306
337,345875.409085725,116905.068019625,593619,Roads Tracks And Paths,345875.63,116905.6,-0.220914275094401,-0.531980375322746,0.576026246510534
338,343693.824648439,116214.650420707,545750,Roads Tracks And Paths,343693.89,116213.35,-0.0653515609446913,1.30042070680065,1.30206176550646
339,345931.908062053,116814.580406494,593662,Roads Tracks And Paths,345932.55,116815.72,-0.641937947308179,-1.13959350634832,1.3079593601888
341,346538.151371569,117702.82552169,678860,Roads Tracks And Paths,346538.13,117703.27,0.021371569018811,-0.444478310077102,0.444991811263221
342,348050.375638722,118991.771289386,917698,Roads Tracks And Paths,348047.59,118991.83,2.78563872177619,-0.0587106140883407,2.78625735072436
343,347981.932669486,118930.301015726,912453,Roads Tracks And Paths,347982.181,118930.908,-0.248330514063127,-0.606984273676062,0.655818536414543
345,345758.978074249,117063.187609201,678680,Roads Tracks And Paths,345759.77,117063.29,-0.791925750789233,-0.102390798987471,0.798517545505659
347,344967.196615922,116677.13859195,593827,Roads Tracks And Paths,344968.56,116677.67,-1.36338407779112,-0.531408050141181,1.46328762016536
348,345912.153813658,117525.230389925,593775,Roads Tracks And Paths,345912.6,117525.6,-0.446186342393048,-0.369610074558295,0.579390938273179
349,346197.482929329,117398.126456418,679095,Roads Tracks And Paths,346200,117400.59,-2.51707067078678,-2.46354358183453,3.52202949183182
350,347138.772330907,118175.036424148,732469,Roads Tracks And Paths,347138.8,118174.1,-0.0276690933969803,0.936424148036167,0.936832836612099
351,347987.912402183,118965.148759743,911895,Roads Tracks And Paths,347988.593,118966.676,-0.680597816535737,-1.52724025654607,1.67202756827993
353,348867.807239892,119723.962390975,917634,Roads Tracks And Paths,348867.4,119724.3,0.407239892112557,-0.337609024587437,0.528984104875305
354,343919.629353309,116275.355187553,561624,Roads Tracks And Paths,343919.8,116275.6,-0.170646691403817,-0.244812446762808,0.2984182088564
355,345554.610300207,116894.997471837,678639,Roads Tracks And Paths,345551.46,116894.1,3.15030020661652,0.897471837059129,3.27564453048898
356,347162.304179813,118237.494485728,833543,Roads Tracks And Paths,347164.1,118240.3,-1.79582018672954,-2.80551427193859,3.33104795419046
358,346007.719483007,116656.122672185,680418,Roads Tracks And Paths,346006.31,116659.25,1.40948300727177,-3.1273278145527,3.43028010626871
359,343663.265146456,116097.311291606,687813,Roads Tracks And Paths,343663.74,116097.37,-0.47485354350647,-0.0587083943828475,0.478468978463246
360,344132.222757523,116405.201527271,564716,Roads Tracks And Paths,344134.83,116406.56,-2.60724247689359,-1.35847272921819,2.93992542241257
362,343794.006068281,116169.978338176,564094,Roads Tracks And Paths,343795.7,116170.4,-1.69393171876436,-0.421661823929753,1.74562406078621
363,345816.877861726,116981.525202072,593637,Roads Tracks And Paths,345817.91,116981.78,-1.03213827440049,-0.254797928122571,1.06312341788618
364,343721.090264379,116111.001596301,546655,Roads Tracks And Paths,343720.3,116107.8,0.790264379233122,3.20159630117996,3.29768656254865
365,344649.934553355,116577.490318455,593925,Roads Tracks And Paths,344650.94,116575.63,-1.00544664467452,1.86031845514663,2.11464127214201
366,345957.060650183,116810.812340286,680283,Roads Tracks And Paths,345958.1,116811.7,-1.03934981668135,-0.887659714368056,1.366816670204
368,348234.923609284,119129.681894952,917312,Roads Tracks And Paths,348236.9,119131.3,-1.97639071644517,-1.61810504792084,2.55428741729617
369,344715.653996047,116579.353246195,593888,Roads Tracks And Paths,344714,116582.5,1.6539960471564,-3.14675380536937,3.5549630709215
370,345756.643244789,117697.738078867,593742,Roads Tracks And Paths,345758.002,117701.216,-1.35875521053094,-3.47792113279866,3.73391900395717
371,346135.089255408,117347.522956637,679100,Roads Tracks And Paths,346133.87,117346.68,1.21925540798111,0.842956636683084,1.48228190342432
372,348069.279017371,118937.070179816,615886,Roads Tracks And Paths,348070.365,118938.105,-1.085982629098,-1.03482018427167,1.50007035984271
373,345678.221340482,117992.259679426,842835,Roads Tracks And Paths,345678.5,117994.01,-0.278659518109635,-1.75032057349745,1.77236374287039
374,346111.522365603,116430.976019471,663996,Roads Tracks And Paths,346108.64,116433.34,2.88236560323276,-2.36398052881123,3.72779229723142
375,345762.679147628,117074.104224283,679601,Roads Tracks And Paths,345762.97,117074.29,-0.290852371661458,-0.185775716949138,0.345119861945182
377,348779.452481128,119649.344357049,917640,Roads Tracks And Paths,348776.5,119648,2.9524811283336,1.34435704932548,3.24413943739124
378,345398.287133035,116839.870425052,593537,Roads Tracks And Paths,345398.41,116835.86,-0.12286696449155,4.01042505197984,4.01230674157782
379,346529.010921645,117730.058584199,535528,Roads Tracks And Paths,346524.7,117727.79,4.31092164461734,2.26858419868222,4.8713981250295
380,347114.140622124,118215.627893395,456521,Roads Tracks And Paths,347113.07,118217.27,1.07062212377787,-1.64210660512617,1.96029228293171
381,348013.701643053,118987.740635473,917763,Roads Tracks And Paths,348009.48,118989.6,4.22164305334445,-1.85936452681199,4.61297154916635
382,345737.257166694,117824.61425748,723619,Roads Tracks And Paths,345737.57,117826.69,-0.312833306496032,-2.07574251975166,2.09918357605003
384,343726.390900243,116175.267752296,546691,Roads Tracks And Paths,343726.9,116177.5,-0.509099757182412,-2.23224770423258,2.28956597979067
385,344039.478509635,116348.586933066,561683,Roads Tracks And Paths,344042.98,116351.47,-3.50149036501534,-2.88306693430059,4.53569286040762
386,345542.279200354,116930.139511267,679265,Roads Tracks And Paths,345541.51,116930.14,0.769200353533961,-0.000488733014208265,0.769200508799058
387,347284.703971669,118305.02214727,832863,Roads Tracks And Paths,347286.06,118306.64,-1.35602833080338,-1.61785272978886,2.11098562032684
388,343659.520526961,116138.615817117,546568,Roads Tracks And Paths,343655.25,116136.03,4.2705269609578,2.58581711672014,4.99237926097269
390,345879.100891396,116899.816086569,680342,Roads Tracks And Paths,345880.4,116900.4,-1.29910860443488,-0.583913431182737,1.42430265787589
391,343661.239717436,116173.198539142,546616,Roads Tracks And Paths,343660.82,116174.47,0.419717436132487,-1.27146085823188,1.33894564497942
392,345816.67170084,117008.115019017,679585,Roads Tracks And Paths,345817.07,117009.79,-0.398299160413444,-1.67498098341457,1.72168624202742
393,348065.934624279,118954.261173852,615875,Roads Tracks And Paths,348066.729,118954.567,-0.794375720666721,-0.305826148411143,0.851212322888225
394,343743.029465712,116128.738211068,546539,Roads Tracks And Paths,343741.98,116127.74,1.0494657123345,0.998211067795637,1.44837965231339
395,348007.901058251,118906.976032431,911611,Roads Tracks And Paths,348008.99,118906.73,-1.08894174883608,0.246032430746709,1.11638975691168
396,345958.169157125,116789.161904925,680547,Roads Tracks And Paths,345958.5,116790.7,-0.330842874827795,-1.5380950752733,1.57327475934889
397,345818.495510813,117078.970432269,679856,Roads Tracks And Paths,345821.63,117081.42,-3.13448918692302,-2.4495677305822,3.97811570088742
398,346570.810077449,117733.173493779,732186,Roads Tracks And Paths,346569.6,117733.2,1.21007744857343,-0.0265062207035953,1.2103677173826
399,348379.790943479,119302.712250014,917662,Roads Tracks And Paths,348377.56,119302.16,2.2309434794588,0.552250013541197,2.29827954914018
401,345782.383315946,117012.001189359,527492,Roads Tracks And Paths,345782.97,117012.79,-0.586684054112993,-0.788810641141026,0.983066837467206
402,346220.753118572,117409.993621404,679841,Roads Tracks And Paths,346222.01,117409.29,-1.2568814275437,0.703621403852594,1.44042840948927
403,347099.823755223,118179.7388049,733343,Roads Tracks And Paths,347098.2,118179.8,1.62375522346701,-0.0611951000610134,1.62490795616487
404,347967.768988272,119017.406176629,656115,Roads Tracks And Paths,347967.78,119016.98,-0.0110117275617085,0.426176629131078,0.426318868174306
405,344647.333411337,116578.404117145,564467,Roads Tracks And Paths,344645.77,116578.18,1.5634113374399,0.22411714529153,1.57939339774777
407,347778.765903223,118761.607751375,601844,Roads Tracks And Paths,347777.6,118761.5,1.16590322303819,0.107751375180669,1.17087176255308
408,348897.995734272,119710.484132805,917370,Roads Tracks And Paths,348899.7,119710.7,-1.70426572812721,-0.215867195467581,1.71788250999538
409,341235.628946307,115764.999165854,437043,Roads Tracks And Paths,341237,115765.6,-1.37105369288474,-0.600834146258421,1.49692681854624
410,342218.954899586,114636.352608224,660528,Roads Tracks And Paths,342218.3,114638.2,0.654899585759267,-1.8473917759984,1.96003822448803
412,341694.539510417,114177.509132865,908250,Roads Tracks And Paths,341694.16,114177.31,0.379510416649282,0.199132865323918,0.42858144429901
415,342907.307364441,115510.500976235,671540,Roads Tracks And Paths,342910.87,115512.75,-3.56263555865735,-2.24902376453974,4.21313185377271
416,343535.185730235,116927.525906865,710989,Roads Tracks And Paths,343535.2,116929.5,-0.0142697653500363,-1.97409313486423,1.97414470880968
418,342031.366486867,116023.894223379,693497,Roads Tracks And Paths,342031.1,116025,0.266486866807099,-1.10577662085416,1.1374344752153
419,342567.432724767,115252.569692165,520477,Roads Tracks And Paths,342567.57,115252.24,-0.137275232758839,0.329692164741573,0.357129406547512
421,342421.596410489,114238.06479572,504453,Roads Tracks And Paths,342421.22,114239.32,0.376410489086993,-1.25520427993615,1.3104284187489
422,342254.051876783,115056.305278915,526436,Roads Tracks And Paths,342254.21,115057.36,-0.158123216591775,-1.05472108545655,1.0665080964212
423,343257.512777961,116110.674935296,692754,Roads Tracks And Paths,343259.09,116110.31,-1.57722203910816,0.364935295598116,1.61889070990657
424,342190.959850913,115257.13668766,526962,Roads Tracks And Paths,342191.34,115255.38,-0.380149086995516,1.75668766000308,1.79734939929626
425,342071.419662032,114487.924436804,908891,Roads Tracks And Paths,342072,114486,-0.580337968305685,1.92443680352881,2.0100371061832
426,342218.136334895,115029.93449503,660813,Roads Tracks And Paths,342218.03,115030.51,0.106334894720931,-0.575504969732719,0.585246170446565
428,342453.899818947,114187.962097324,504554,Roads Tracks And Paths,342455.04,114186.19,-1.14018105296418,1.77209732419578,2.10721184505981
429,343277.794214497,116084.792435517,523231,Roads Tracks And Paths,343278.82,116085.29,-1.02578550332692,-0.497564482633607,1.1400904846608
430,342685.382099498,115330.978680871,417232,Roads Tracks And Paths,342685.49,115331.33,-0.107900502393022,-0.351319129011245,0.367515508279428
431,343466.22883822,116298.180137414,689511,Roads Tracks And Paths,343465.67,116298.74,0.558838220254984,-0.559862585520023,0.791041257509949
432,342256.161204781,114995.744087403,660162,Roads Tracks And Paths,342257.48,114995.69,-1.31879521871451,0.0540874031430576,1.3199038889567
435,341410.029442265,115899.837124919,512265,Roads Tracks And Paths,341410.84,115899.26,-0.810557735443581,0.577124919145717,0.995026137740299
438,342116.738516135,115703.692013722,526153,Roads Tracks And Paths,342117.51,115707,-0.77148386486806,-3.30798627823242,3.3967573611793
439,342495.190197743,114118.357722719,504532,Roads Tracks And Paths,342494.54,114119.18,0.650197743263561,-0.822277280531125,1.04828289665657
440,342229.211320384,115060.901872273,526819,Roads Tracks And Paths,342228.7,115061.15,0.511320383870043,-0.24812772727455,0.568344881215131
441,341131.87622109,115751.146744498,437008,Roads Tracks And Paths,341131.61,115750.64,0.266221089637838,0.506744497528416,0.572419124718318
444,343539.650013183,116913.321239833,639780,Roads Tracks And Paths,343542.01,116914.13,-2.35998681694036,-0.808760166662978,2.49472058221217
446,342672.055293626,115319.334276666,417573,Roads Tracks And Paths,342671.99,115319.66,0.0652936258702539,-0.325723334099166,0.332203172706044
447,341698.367039115,114174.090863541,660283,Roads Tracks And Paths,341699.198,114174.097,-0.830960884748492,-0.00613645910925698,0.830983542624279
448,342512.359373397,115253.232465013,520607,Roads Tracks And Paths,342512.73,115251.94,-0.370626602787524,1.29246501254966,1.34455564680634
449,343235.700818361,115849.305496565,692264,Roads Tracks And Paths,343235.68,115850.55,0.0208183611975983,-1.24450343464559,1.24467754981265
450,343311.258406404,115923.275860776,522884,Roads Tracks And Paths,343311.69,115923.95,-0.431593596469611,-0.674139224443934,0.80046032159467
451,342259.091534721,115039.169660776,534905,Roads Tracks And Paths,342259,115039.77,0.0915347213740461,-0.600339224314666,0.607277357940965
452,343248.952896654,116108.551417152,692759,Roads Tracks And Paths,343247.9,116105.1,1.05289665434975,3.45141715210048,3.60844450179773
453,342196.769446785,115258.454609413,526849,Roads Tracks And Paths,342198.02,115256.14,-1.25055321474792,2.31460941310797,2.63083638376931
454,341986.673515784,114424.930828608,659159,Roads Tracks And Paths,341984.51,114424.59,2.163515784021,0.34082860822673,2.19019740843007
456,342194.309115337,115889.850236268,693749,Roads Tracks And Paths,342195.42,115891.63,-1.11088466300862,-1.77976373242564,2.09800468964333
457,342456.016879838,114178.134057145,504552,Roads Tracks And Paths,342457.04,114177.66,-1.02312016213546,0.47405714521301,1.12761032413489
458,342276.571233621,115847.994963314,692651,Roads Tracks And Paths,342276.46,115848.43,0.11123362131184,-0.4350366864237,0.449032111373628
459,342111.405804204,115705.82685321,526896,Roads Tracks And Paths,342111.22,115704.36,0.185804204142187,1.4668532100186,1.47857415844413
460,342483.858372215,114122.910058196,504542,Roads Tracks And Paths,342484.09,114124.4,-0.231627785251476,-1.48994180411682,1.50783885430619
461,342218.061369295,115058.90277085,526797,Roads Tracks And Paths,342217.85,115059.09,0.211369294964243,-0.187229150062194,0.28236808156499
462,343462.622080215,116302.333951814,689420,Roads Tracks And Paths,343464.21,116304.99,-1.58791978500085,-2.65604818645807,3.09452439195175
463,343267.403841617,115903.452594347,523554,Roads Tracks And Paths,343266.51,115903.91,0.893841616809368,-0.45740565287997,1.00407806829297
464,341778.276093983,115791.798167775,526278,Roads Tracks And Paths,341776.12,115793.24,2.15609398274682,-1.44183222479478,2.59376587742489
465,341408.156520645,115903.637835568,512709,Roads Tracks And Paths,341406.44,115903.24,1.71652064524824,0.397835568423034,1.76202050642605
466,342505.605395672,115210.438347832,520374,Roads Tracks And Paths,342505.35,115210.36,0.255395671876613,0.0783478315133834,0.267142905419845
468,341138.075944318,115749.134191822,735712,Roads Tracks And Paths,341138.86,115748.69,-0.784055682073813,0.444191822229186,0.90113799582945
469,342076.582811226,115863.166712144,671816,Roads Tracks And Paths,342077.48,115865.53,-0.897188773844391,-2.36328785627848,2.52786019936738
470,341858.056993713,114314.876816979,908208,Roads Tracks And Paths,341858.6,114316.4,-0.543006286548916,-1.52318302093772,1.61707833530247
471,342602.389986179,115264.125031256,535103,Roads Tracks And Paths,342604.07,115260.32,-1.68001382052898,3.80503125631367,4.15941213378674
472,343233.90282784,115894.109919761,691967,Roads Tracks And Paths,343234.21,115893.7,-0.307172159897164,0.409919761106721,0.512239149579257
474,342146.971587122,115490.466907246,526861,Roads Tracks And Paths,342147.34,115493.85,-0.368412877607625,-3.38309275385109,3.40309339124669
476,343239.883928902,115843.204434841,692139,Roads Tracks And Paths,343236.64,115840.06,3.24392890237505,3.14443484050571,4.51780313757144
477,343309.983363454,115912.335021157,522881,Roads Tracks And Paths,343309.7,115913.16,0.283363453869242,-0.824978843156714,0.87228718816964
478,342212.754486375,115048.672394277,525318,Roads Tracks And Paths,342213.48,115049.82,-0.72551362530794,-1.14760572294472,1.35770722758735
479,343561.763749642,116825.352155551,629271,Roads Tracks And Paths,343563.32,116826.03,-1.55625035776757,-0.677844448888209,1.69746524940578
480,342246.228240634,115025.861336612,520527,Roads Tracks And Paths,342246.81,115025.71,-0.581759366265032,0.151336611932493,0.60112122766402
481,343375.053618213,116185.378823013,523303,Roads Tracks And Paths,343375.49,116185.24,-0.436381787410937,0.138823013214278,0.457931101129696
485,342453.70485649,114175.645422677,750495,Roads Tracks And Paths,342454.36,114175.18,-0.655143509851769,0.465422676672461,0.80363628991096
487,341236.848180783,115758.800678063,735661,Roads Tracks And Paths,341235.88,115757.33,0.968180782685522,1.4706780626293,1.76075778909555
488,342216.070934831,114637.674716559,660528,Roads Tracks And Paths,342218.3,114638.2,-2.22906516853254,-0.525283441340434,2.29012100538628
491,343250.83415673,115928.328566667,579231,Roads Tracks And Paths,343248.05,115924.6,2.78415673022391,3.7285666668613,4.65335772186926
492,341817.546013271,115777.231798504,526086,Roads Tracks And Paths,341817.07,115777.48,0.476013271021657,-0.248201495633111,0.536835744546924
493,342903.366976662,115516.665411553,671381,Roads Tracks And Paths,342904.07,115519.23,-0.703023337584455,-2.56458844694134,2.65920208246259
494,343392.322167661,115968.89004826,580600,Roads Tracks And Paths,343392.53,115968.43,-0.207832338928711,0.460048260429176,0.504815494045586
495,342034.320420321,116023.405470873,693515,Roads Tracks And Paths,342033.3,116022.4,1.02042032132158,1.00547087276937,1.43256040296862
496,341860.452450488,114312.896743139,475687,Roads Tracks And Paths,341861.36,114309.13,-0.907549511641264,3.76674313942203,3.8745322291166
497,342536.154842561,115254.103008628,671965,Roads Tracks And Paths,342537.009,115254.687,-0.854157439142,-0.583991371560842,1.03471293260456
498,343178.071992661,115780.97889828,834172,Roads Tracks And Paths,343178.2,115779.43,-0.128007338789757,1.54889828030718,1.55417880616182
499,342143.523480268,115776.767077741,526148,Roads Tracks And Paths,342141.96,115772.73,1.56348026823252,4.03707774112991,4.32925712300378
500,342336.899273821,115085.389969431,520392,Roads Tracks And Paths,342337.42,115086.15,-0.520726178598125,-0.760030569246737,0.921304628918647
501,342142.409822326,115489.439414465,526932,Roads Tracks And Paths,342142.52,115489.56,-0.110177674388979,-0.120585534692509,0.163340108702187
502,342069.540336652,114490.243935889,907372,Roads Tracks And Paths,342069.66,114491.12,-0.119663347897585,-0.876064110751031,0.884198870716341
504,343406.133834105,116143.68470455,523211,Roads Tracks And Paths,343407.59,116143.79,-1.45616589544807,-0.105295449568075,1.45996789237497
505,342451.746482591,114181.608341853,750474,Roads Tracks And Paths,342450.294,114181.191,1.45248259051004,0.417341853448306,1.51125110368014
506,342211.029148006,115037.814547286,526116,Roads Tracks And Paths,342212.13,115041.44,-1.10085199441528,-3.62545271386625,3.78890254481272
507,343560.734599327,116817.099925247,570018,Roads Tracks And Paths,343560.91,116816.14,-0.175400672946125,0.959925247487263,0.975818567579771
508,343027.823991638,115961.107919734,692628,Roads Tracks And Paths,343029.6,115961.62,-1.77600836200872,-0.512080265645636,1.84835924549007
509,342260.314966362,115001.298644904,534918,Roads Tracks And Paths,342263.55,115000,-3.23503363819327,1.29864490433829,3.48596058896336
510,343371.147724731,116190.189079552,689818,Roads Tracks And Paths,343367.4,116187.31,3.74772473057965,2.87907955219271,4.72594326288969
512,341960.526405918,114403.06977797,907382,Roads Tracks And Paths,341957.72,114401.29,2.80640591768315,1.77977797029598,3.3231797721998
514,325225.242844092,110330.805307629,1439902,Roads Tracks And Paths,325225.27,110331.48,-0.0271559084649198,-0.674692370565026,0.675238652820771
515,325678.75924621,110609.110461763,1376832,Roads Tracks And Paths,325679.91,110608.49,-1.15075379039627,0.620461762635387,1.30736646928242
516,325081.631548416,110347.096224515,1439950,Roads Tracks And Paths,325083.19,110347.13,-1.55845158366719,-0.0337754846841563,1.55881753967564
517,325523.206221771,110442.521796783,1439379,Roads Tracks And Paths,325520.28,110441.81,2.92622177081648,0.71179678326007,3.01154918815213
518,325371.497882631,110335.562534601,1439881,Roads Tracks And Paths,325372.27,110336.78,-0.772117369459011,-1.21746539926971,1.44166127458542
519,325206.840008714,110333.238174285,1443483,Roads Tracks And Paths,325207.07,110334.78,-0.229991286119912,-1.54182571457932,1.55888502649461
520,325640.915211249,110560.639927027,1376843,Roads Tracks And Paths,325639.04,110556.66,1.87521124858176,3.97992702675401,4.39957229342747
