fid,3D_Easting,3D_Northing,fid_2,theme,2D_Easting,2D_Northing,Distance_Easting,Distance_Northing,Distance
521,325329.723867164,110341.610520758,1376689,Roads Tracks And Paths,325329.27,110342.18,0.453867164149415,-0.569479241559748,0.728218380199578
522,325530.050010102,110437.883937384,1439416,Roads Tracks And Paths,325528.89,110438.27,1.16001010203036,-0.386062615507399,1.22256606361574
523,325368.626511364,110351.703751358,1377122,Roads Tracks And Paths,325367.77,110353.68,0.856511363701429,-1.9762486423715,2.15387335111071
524,325206.369241524,110341.228393424,1443154,Roads Tracks And Paths,325206.67,110343.88,-0.300758475670591,-2.65160657622619,2.66860883154007
525,325327.356957941,110346.702720792,1378476,Roads Tracks And Paths,325327.77,110345.18,-0.413042059051804,1.52272079238901,1.5777459726203
526,325459.119975524,110402.317802446,1377111,Roads Tracks And Paths,325461.02,110404.4,-1.90002447552979,-2.08219755356549,2.81880110325053
527,325226.715650823,110339.13267238,1443080,Roads Tracks And Paths,325225.47,110339.98,1.24565082346089,-0.847327620300348,1.50652250899635
529,325434.313259791,110360.540016708,1439871,Roads Tracks And Paths,325430.03,110360.19,4.28325979050715,0.350016708136536,4.29753721670331
531,325837.096234918,110784.932717119,1578971,Roads Tracks And Paths,325838.37,110784.72,-1.27376508165617,0.212717118731234,1.29140468322205
533,325845.334583053,110768.055809593,1377488,Roads Tracks And Paths,325846.21,110770.2,-0.875416947004851,-2.14419040719804,2.31601108231878
535,326113.174497341,110927.235423824,1579746,Roads Tracks And Paths,326110.4,110926.31,2.77449734089896,0.925423824082827,2.92476405011336
536,325826.344687956,110773.14316135,1578893,Roads Tracks And Paths,325826.95,110774.42,-0.605312043975573,-1.27683865001018,1.4130532929588
539,326115.558044234,110925.5559973,1578635,Roads Tracks And Paths,326116.53,110923.42,-0.971955765795428,2.13599730022543,2.34673868959313
540,325843.006773564,110783.671837811,1377555,Roads Tracks And Paths,325843.19,110781.58,-0.183226436492987,2.09183781129832,2.09984698390317
542,325369.028829041,124800.799451543,131329,Roads Tracks And Paths,325367.4,124800.4,1.62882904108847,0.399451542936731,1.6770943862072
543,333369.983347138,110500.788168902,1262497,Roads Tracks And Paths,333370.35,110502,-0.366652861528564,-1.21183109781123,1.26608409297702
544,328192.176069666,122879.257331314,116401,Roads Tracks And Paths,328192.91,122882.47,-0.733930333575699,-3.21266868553357,3.2954353001615
545,340685.658787378,114570.653042221,735877,Roads Tracks And Paths,340684.8,114570.2,0.858787377597764,0.453042221124633,0.970959841622086
546,327568.178768537,123700.333193694,115072,Roads Tracks And Paths,327568.21,123700.1,-0.0312314627808519,0.233193694439251,0.235275802822259
547,333252.411307732,110186.378075816,1342165,Roads Tracks And Paths,333254.84,110185.45,-2.42869226780022,0.928075815914781,2.59997516368108
548,336580.508446813,117309.179783465,949503,Roads Tracks And Paths,336577.5,117306.5,3.00844681344461,2.67978346472955,4.02889459370221
549,327670.870547829,112910.459835987,1346941,Roads Tracks And Paths,327670.34,112912.07,0.530547829286661,-1.61016401270172,1.69531977719853
550,325421.00846729,124742.116072133,132572,Roads Tracks And Paths,325419.53,124738.21,1.47846728994045,3.90607213323528,4.1765135026073
551,328201.694338688,113145.391093013,1405519,Roads Tracks And Paths,328202.63,113146.54,-0.935661312250886,-1.14890698682575,1.48170488141872
552,326958.622648775,111541.654642562,1444912,Roads Tracks And Paths,326961.78,111541.86,-3.15735122497426,-0.205357438142528,3.16402250865049
553,325617.194777227,124938.263778405,82834,Roads Tracks And Paths,325619.4,124942.2,-2.20522277307464,-3.93622159450024,4.51185637181604
555,334257.032477893,115402.961328257,1308868,Roads Tracks And Paths,334258.2,115404.2,-1.16752210719278,-1.23867174283077,1.7021796489417
557,330069.253173874,115407.73135381,1287976,Roads Tracks And Paths,330070.83,115408.22,-1.576826125558,-0.488646190147847,1.65080457031965
558,335858.052549294,116556.922174591,1111689,Roads Tracks And Paths,335855.64,116556.52,2.41254929441493,0.402174590606592,2.4458410617437
559,328280.593955107,113201.281434534,1576540,Roads Tracks And Paths,328281.47,113203.87,-0.876044892705977,-2.58856546599418,2.73278718999008
560,340871.619494994,115183.663932639,532184,Roads Tracks And Paths,340871.9,115183.5,-0.280505006201565,0.163932638854021,0.324895319427324
561,325375.091009854,124970.518509389,82704,Roads Tracks And Paths,325376.75,124967.05,-1.65899014577735,3.46850938872376,3.84484143801162
562,334255.354142771,115252.465175898,1024374,Roads Tracks And Paths,334254.95,115251.18,0.404142771207262,1.28517589828698,1.34722250168887
563,328037.651367916,123177.607790054,115013,Roads Tracks And Paths,328036.83,123178.26,0.821367916127201,-0.652209945590585,1.04881984476383
564,328440.216735881,113083.691439303,1404526,Roads Tracks And Paths,328437.54,113084.68,2.67673588066828,-0.988560696947388,2.85344830449162
565,327348.081668644,121605.788227748,88917,Roads Tracks And Paths,327347.69,121604.26,0.391668644093443,1.5282277479273,1.57761984530525
566,340763.88754436,114732.496634272,425309,Roads Tracks And Paths,340761.99,114727.89,1.89754435996292,4.60663427186955,4.98214350584066
567,334295.980404705,115274.635831735,1025088,Roads Tracks And Paths,334296.536,115275.342,-0.555595294688828,-0.706168265081942,0.898531997253969
568,329773.781427156,115002.695673025,1362538,Roads Tracks And Paths,329777.71,114999.95,-3.9285728437244,2.74567302495416,4.79295367684789
569,325360.47448958,124817.163559479,60713,Roads Tracks And Paths,325360.85,124817.9,-0.375510420068167,-0.73644052122836,0.826651508730777
570,328901.247765233,112858.643600608,1407257,Roads Tracks And Paths,328903.22,112860.84,-1.97223476698855,-2.19639939232729,2.9519282285879
571,327513.19498875,121721.787154645,84589,Roads Tracks And Paths,327513.94,121721.5,-0.745011250197422,0.287154645426199,0.798435691405746
572,328195.009371079,122815.689474031,116273,Roads Tracks And Paths,328194.57,122819.2,0.439371079206467,-3.51052596942463,3.53791457319815
573,325445.781557046,124714.76540345,3119,Roads Tracks And Paths,325445.45,124713.4,0.331557046098169,1.36540345026879,1.40508243773212
574,328226.931870622,113076.40757415,1346305,Roads Tracks And Paths,328226.54,113077.16,0.391870622406714,-0.752425850369036,0.848355612351915
575,327586.811106757,123696.548717334,52344,Roads Tracks And Paths,327587.35,123696.19,-0.538893243065104,0.358717333903769,0.647367015737019
576,336439.252482203,116889.04263486,948460,Roads Tracks And Paths,336440.61,116889.33,-1.35751779703423,-0.287365140145994,1.38759983173673
577,340492.186060317,114272.529480247,483556,Roads Tracks And Paths,340492.39,114269.71,-0.203939683269709,2.8194802467624,2.82684634465609
579,334373.851993951,115304.153685432,1024483,Roads Tracks And Paths,334374.08,115305.16,-0.228006048651878,-1.0063145684253,1.0318215780099
583,328831.979661309,102809.364811608,1588745,Roads Tracks And Paths,328833.17,102808.82,-1.19033869123086,0.544811607949669,1.30909353676424
584,338578.635941924,115636.976046904,1002091,Roads Tracks And Paths,338575.68,115637.96,2.95594192371937,-0.983953096394544,3.1154062900858
585,325560.853211614,124811.388472233,49414,Roads Tracks And Paths,325561.941,124810.064,-1.08778838609578,1.32447223308554,1.71391664591353
586,334257.555145615,115358.28840046,1308825,Roads Tracks And Paths,334258,115358.4,-0.44485438533593,-0.11159954010509,0.458639162636898
587,328994.20034804,113528.904025059,1404963,Roads Tracks And Paths,328994,113528.14,0.200348039565142,0.76402505893202,0.789856713356083
588,340674.548162199,114602.835460015,425331,Roads Tracks And Paths,340674.58,114603.11,-0.0318378008087166,-0.274539985388401,0.276379900024222
589,327085.767150496,112100.462113422,1444317,Roads Tracks And Paths,327086.07,112100.25,-0.302849503641482,0.21211342207971,0.36974305359568
592,330418.519559841,115359.143509488,1201687,Roads Tracks And Paths,330419.62,115359.89,-1.10044015944004,-0.746490512377932,1.32974306900946
593,333345.751021012,110929.159292384,1205293,Roads Tracks And Paths,333349.07,110927.17,-3.31897898827447,1.98929238413984,3.86948390799137
594,339926.957336025,115046.125281335,473034,Roads Tracks And Paths,339927.15,115045.49,-0.192663975292817,0.635281334965839,0.663853735345076
595,327558.244011062,123704.524861123,46056,Roads Tracks And Paths,327558,123707.32,0.244011062197387,-2.79513887668145,2.80576954477924
596,327299.413889185,112355.627781576,1515910,Roads Tracks And Paths,327300.36,112356.29,-0.946110815217253,-0.66221842415689,1.15484151118839
597,336576.534476861,117313.080625051,948842,Roads Tracks And Paths,336575.73,117313.02,0.804476861492731,0.0606250506098149,0.806757967074783
598,327656.178252885,112928.180994707,1347003,Roads Tracks And Paths,327658.23,112927.18,-2.05174711503787,1.00099470705027,2.28290530412649
599,325434.748577693,124721.238825968,3125,Roads Tracks And Paths,325434,124723.45,0.748577692720573,-2.21117403228709,2.33445050560075
600,333597.751442538,110815.709622458,1262008,Roads Tracks And Paths,333600.86,110817.47,-3.1085574622266,-1.76037754156278,3.57240235483117
601,327357.963965756,121599.686100945,84688,Roads Tracks And Paths,327356.58,121598.21,1.38396575610386,1.47610094463744,2.02342165967148
602,328196.881226855,113155.514278804,1576526,Roads Tracks And Paths,328196.81,113156.31,0.0712268553324975,-0.79572119587101,0.798902676475018
603,334250.874726979,115215.825076969,1025107,Roads Tracks And Paths,334250.002,115215.653,0.872726978966966,0.17207696881087,0.889529573995123
604,325503.345821263,124911.506734936,131785,Roads Tracks And Paths,325500,124908.4,3.34582126303576,3.10673493600916,4.5657772489251
605,334328.828871676,115390.147975431,1308922,Roads Tracks And Paths,334329.21,115391.44,-0.381128323904704,-1.29202456929488,1.34706580646382
606,325557.950763033,124968.19388698,131768,Roads Tracks And Paths,325555.091,124965.302,2.85976303287316,2.89188698018552,4.06709416049769
607,330076.119768645,115388.66241346,1176363,Roads Tracks And Paths,330076.65,115385.72,-0.530231355514843,2.94241346031777,2.98980639203114
608,328287.098723496,113195.300060456,1405510,Roads Tracks And Paths,328288.64,113197.01,-1.54127650370356,-1.70993954378355,2.30204832795998
610,325371.066542389,124968.657896642,82739,Roads Tracks And Paths,325370.65,124973.35,0.416542389255483,-4.6921033578401,4.71055638780611
611,334230.65804916,115317.416265059,1309045,Roads Tracks And Paths,334230.95,115318.21,-0.291950840095524,-0.793734941267758,0.845724807500533
612,328042.767011957,123182.474715055,114908,Roads Tracks And Paths,328044.52,123181.78,-1.75298804260092,0.6947150551714,1.88562883022709
613,328440.711670412,113077.102122744,1405928,Roads Tracks And Paths,328439.33,113077.86,1.38167041185079,-0.757877255862695,1.57587787024817
614,336437.266229423,116543.846763908,1150909,Roads Tracks And Paths,336440.12,116545.23,-2.85377057711594,-1.38323609232611,3.17133230581821
615,340759.682235747,114733.515612141,489125,Roads Tracks And Paths,340758.5,114731,1.18223574745934,2.51561214099638,2.77956575862115
616,329775.098933256,114999.671399122,1362538,Roads Tracks And Paths,329777.71,114999.95,-2.61106674419716,-0.278600878009456,2.62588803871757
617,325575.220928798,124761.565289732,49480,Roads Tracks And Paths,325575.759,124759.746,-0.538071202172432,1.81928973195318,1.8971915420952
618,325368.463059369,124812.487783258,131206,Roads Tracks And Paths,325367.95,124812.4,0.513059368939139,0.0877832582918927,0.520514953188252
619,329245.304075875,113498.988313661,1416147,Roads Tracks And Paths,329244.28,113499.773,1.02407587505877,-0.784686338840402,1.29014109625271
620,328886.872598211,112869.77524063,1405137,Roads Tracks And Paths,328887.6,112871.49,-0.727401788753923,-1.71475937023934,1.86266289491846
621,327510.963290491,121724.400616183,84551,Roads Tracks And Paths,327509.65,121725.17,1.31329049071064,-0.769383816994377,1.52206549492584
622,328200.240804898,122815.85532375,123704,Roads Tracks And Paths,328199.95,122813.48,0.290804898191709,2.37532375032606,2.39305879737113
623,325449.443973495,124712.762981828,3119,Roads Tracks And Paths,325445.45,124713.4,3.99397349538049,-0.637018171721138,4.04445502297958
624,327573.191490868,123676.766841285,115076,Roads Tracks And Paths,327572.73,123678.44,0.46149086765945,-1.67315871480969,1.73563645556225
626,340489.657951124,114272.179583129,483026,Roads Tracks And Paths,340487.2,114273,2.45795112365158,-0.820416871312773,2.59125598291537
628,325562.66716321,124847.730649922,82877,Roads Tracks And Paths,325562.993,124847.89,-0.325836790259928,-0.15935007839289,0.362714848566629
629,329014.883058039,113533.103361946,1500093,Roads Tracks And Paths,329015.2,113534.45,-0.316941961296834,-1.34663805425225,1.38343277971536
630,327611.785893619,121776.119628055,85327,Roads Tracks And Paths,327609.9,121777,1.88589361868799,-0.880371944949729,2.08126151707628
631,327425.673933175,112812.667482087,1400529,Roads Tracks And Paths,327426.75,112814.25,-1.07606682518963,-1.58251791319344,1.91370916229499
632,327147.81755067,112383.591705496,1515572,Roads Tracks And Paths,327149.72,112387.46,-1.90244932955829,-3.86829450404912,4.31080222482932
633,329767.481102368,113477.569456241,1398520,Roads Tracks And Paths,329765.832,113477.355,1.64910236786818,0.214456241184962,1.66298830395515
634,327808.954685935,112956.036123663,1426946,Roads Tracks And Paths,327809.749,112956.826,-0.794314065016806,-0.789876337308669,1.12019617126809
636,334252.52852176,115386.958003653,1026100,Roads Tracks And Paths,334251.9,115387.2,0.628521759645082,-0.241996346783708,0.673499691316938
637,340671.990975553,114606.089426595,425202,Roads Tracks And Paths,340673.92,114608.18,-1.92902444652282,-2.09057340494473,2.84457949031924
638,330417.491233485,115355.39066658,1201687,Roads Tracks And Paths,330419.62,115359.89,-2.12876651517581,-4.49933341953147,4.9775142487236
639,333595.551491509,110816.575814702,1261847,Roads Tracks And Paths,333591.92,110816.02,3.63149150949903,0.555814702485804,3.67378014680559
640,325098.157741449,110701.592239229,1377689,Roads Tracks And Paths,325099.08,110701.62,-0.922258550883271,-0.0277607711032033,0.922676267761101
642,334387.887464006,115177.907429908,1027009,Roads Tracks And Paths,334387.518,115178.355,0.369464005867485,-0.447570092408569,0.580364229816297
643,328920.438762554,112932.225409307,1405021,Roads Tracks And Paths,328917.37,112932.25,3.06876255350653,-0.024590692773927,3.06886107733391
644,336888.791171487,117505.859306948,948893,Roads Tracks And Paths,336890.37,117509.43,-1.57882851344766,-3.57069305231562,3.90417063519647
646,327298.436735971,112352.155586547,1371885,Roads Tracks And Paths,327300.94,112351.14,-2.50326402887003,1.01558654652035,2.70143421754219
648,327654.715903271,112933.311811886,1346972,Roads Tracks And Paths,327654.39,112932.74,0.325903270801064,0.571811885703937,0.658165461378158
649,327587.366808926,123690.063389272,52309,Roads Tracks And Paths,327587.72,123690.3,-0.3531910739257,-0.236610727690277,0.425121830960151
650,328176.057334021,113143.457635293,1576576,Roads Tracks And Paths,328178.43,113145.04,-2.37266597902635,-1.58236470744305,2.8519154818105
651,340584.929887433,114429.723584902,482415,Roads Tracks And Paths,340584.89,114430.02,0.0398874334641732,-0.296415098346188,0.299086806589557
652,325447.480556654,124899.926044206,132222,Roads Tracks And Paths,325447.466,124900.48,0.0145566540886648,-0.553955794093781,0.554147018388016
653,334346.937341112,115345.547826878,1024465,Roads Tracks And Paths,334347.6,115345.2,-0.662658888439182,0.347826877507032,0.748398516262388
654,327362.298502201,121609.759494553,85757,Roads Tracks And Paths,327362.68,121609.82,-0.381497799127828,-0.0605054470652249,0.386266073923066
655,334362.576768308,115290.077504644,1308988,Roads Tracks And Paths,334361.341,115291.21,1.23576830816455,-1.13249535621435,1.67620674241304
656,325567.187699087,124960.558872933,60698,Roads Tracks And Paths,325563.85,124960.6,3.33769908710383,-0.041127066971967,3.33795246096937
657,328226.46106874,113084.977142713,1405536,Roads Tracks And Paths,328227.5,113085.53,-1.03893125953618,-0.552857286966173,1.17687269566128
658,340756.7524588,115108.524494466,425627,Roads Tracks And Paths,340755.435,115110.118,1.31745879998198,-1.5935055337759,2.06759705354413
661,328046.038411994,123185.179949111,114798,Roads Tracks And Paths,328045.71,123186.29,0.328411994094495,-1.11005088903767,1.15761280837698
664,328420.385839564,113081.494741609,1346273,Roads Tracks And Paths,328421.18,113082.07,-0.794160436082166,-0.575258391298121,0.98061868990812
665,336436.755491267,116533.021199702,1150919,Roads Tracks And Paths,336432.22,116533.83,4.53549126751022,-0.808800298240385,4.60704232236858
668,329683.532771907,114952.374455442,1362203,Roads Tracks And Paths,329685.39,114954.07,-1.85722809331492,-1.69554455822799,2.51478976050379
669,325559.077553507,124743.946368828,49574,Roads Tracks And Paths,325559.116,124743.442,-0.0384464934468269,0.504368827634607,0.505832034521209
670,325369.400005361,124806.872356622,48719,Roads Tracks And Paths,325371.376,124807.544,-1.97599463938968,-0.671643377747387,2.08702171569169
672,333377.699806649,110506.389037858,1262581,Roads Tracks And Paths,333379.88,110505.53,-2.1801933508832,0.859037858142983,2.34332863443398
673,328187.524319534,122878.993668342,116163,Roads Tracks And Paths,328185.21,122878.07,2.31431953364518,0.923668341885787,2.49183428614618
674,340686.019632871,114573.465896856,736040,Roads Tracks And Paths,340686.3,114573.8,-0.280367128551006,-0.334103143846733,0.436154373473667
675,327555.705584416,123696.399812424,98747,Roads Tracks And Paths,327553.22,123695.1,2.4855844163103,1.2998124237638,2.80493176879142
676,326717.028077319,124172.1310217,14205,Roads Tracks And Paths,326716.95,124172.28,0.078077319485601,-0.148978299694136,0.168198102242006
677,325095.010464952,110702.578687158,1377653,Roads Tracks And Paths,325096.17,110702.63,-1.15953504841309,-0.051312841969775,1.16066986531458
678,325576.351726383,124841.200310631,82820,Roads Tracks And Paths,325577.014,124841.611,-0.662273616879247,-0.41068936890224,0.779276652636046
679,328996.606342661,113536.074466346,1405464,Roads Tracks And Paths,328996.98,113537.77,-0.373657339019701,-1.69553365434695,1.73621835609073
681,327614.335437305,121772.415035445,84983,Roads Tracks And Paths,327612.7,121771.2,1.63543730450328,1.21503544451843,2.03739203601003
682,327428.999533783,112806.426242834,1443668,Roads Tracks And Paths,327429.34,112805.72,-0.340466217254288,0.706242833781289,0.784025627998773
683,327150.100774884,112382.065215352,1445045,Roads Tracks And Paths,327152.37,112384.81,-2.2692251164699,-2.74478464829735,3.56135162469906
684,325411.348695361,124745.334120873,49552,Roads Tracks And Paths,325409.9,124741.35,1.44869536126498,3.98412087271572,4.23933218539899
685,328166.337145785,113126.105614262,1346146,Roads Tracks And Paths,328165.2,113126.45,1.1371457852656,-0.34438573771331,1.18815069468804
686,326961.549965105,111540.532255125,1444912,Roads Tracks And Paths,326961.78,111541.86,-0.23003489500843,-1.32774487476854,1.34752458433814
690,334291.412869349,115380.354938888,1309556,Roads Tracks And Paths,334292.86,115382.34,-1.44713065127144,-1.98506111197639,2.45655342708646
691,330091.248077683,115405.517731231,1202796,Roads Tracks And Paths,330091.46,115405.56,-0.211922317452263,-0.0422687690297607,0.216096546639758
693,338450.531598514,115711.047043261,1199700,Roads Tracks And Paths,338448.38,115713.76,2.15159851382487,-2.71295673855639,3.46258724510616
694,334390.105202233,115169.692579287,1026961,Roads Tracks And Paths,334389.533,115170.317,0.572202232840937,-0.624420712629217,0.846945465557572
695,334258.85792511,115302.392223849,1024321,Roads Tracks And Paths,334259.8,115302.45,-0.942074890481308,-0.0577761511522112,0.943844893463609
696,328917.341021281,112932.252030081,1405021,Roads Tracks And Paths,328917.37,112932.25,-0.028978718968574,0.00203008131938986,0.029049739813343
697,336892.171084921,117501.049837172,951480,Roads Tracks And Paths,336890.52,117498.02,1.6510849208571,3.02983717217285,3.45050644192444
698,334326.090064579,115289.421388772,1024835,Roads Tracks And Paths,334325.4,115288.6,0.690064578782767,0.821388771815691,1.0727854572819
699,339643.480417265,115021.178290906,979616,Roads Tracks And Paths,339645.9,115020.19,-2.41958273469936,0.988290905865142,2.61363722132032
700,325387.34867173,124865.880275362,95298,Roads Tracks And Paths,325388.95,124866.55,-1.60132827016059,-0.669724638471962,1.73573711148662
701,327651.557282461,112927.539577979,1346975,Roads Tracks And Paths,327652.77,112929.37,-1.21271753916517,-1.83042202054639,2.19570685727853
702,327576.013618804,123702.805730019,115070,Roads Tracks And Paths,327578.07,123701.93,-2.05638119601645,0.875730019179173,2.23508538759073
703,336433.371456988,116892.712806509,1103909,Roads Tracks And Paths,336432.9,116890.98,0.471456987666897,1.73280650949164,1.79579789802654
704,328212.001134772,113184.399544941,1577437,Roads Tracks And Paths,328213.19,113184.75,-1.18886522832327,-0.35045505897142,1.23944313281199
705,340582.713465027,114430.608170272,735847,Roads Tracks And Paths,340581.4,114432.23,1.31346502742963,-1.62182972849405,2.08698875092986
707,334362.475525897,115402.177721326,1024456,Roads Tracks And Paths,334362.44,115403.1,0.0355258967611007,-0.922278673824621,0.922962643627781
708,327359.841371303,121613.290953917,84440,Roads Tracks And Paths,327359.82,121614.49,0.021371302602347,-1.19904608307115,1.19923652458687
709,327674.634186497,112903.885064152,1427215,Roads Tracks And Paths,327670.921,112902.099,3.7131864973926,1.78606415235845,4.12041006706355
711,328835.827940493,102811.917897564,1553299,Roads Tracks And Paths,328837.6,102812.46,-1.77205950726056,-0.542102435589186,1.85312437465602
712,340760.916817169,115102.247897132,489515,Roads Tracks And Paths,340763.46,115103.67,-2.54318283131579,-1.42210286798945,2.91378713715385
713,338583.697632474,115646.717546534,1200900,Roads Tracks And Paths,338584.88,115648.26,-1.18236752558732,-1.54245346561947,1.94349058633301
714,325548.812117758,124837.139341711,49406,Roads Tracks And Paths,325549.498,124838.131,-0.685882242105436,-0.991658288956387,1.20574483705778
715,334252.122380688,115311.159367039,1024329,Roads Tracks And Paths,334251.62,115312.61,0.502380687801633,-1.4506329610449,1.535161992477
716,329007.383713696,113526.924549499,1500095,Roads Tracks And Paths,329005.69,113527.43,1.6937136958004,-0.505450501106679,1.7675254715027
717,328051.525307918,123190.008031439,61777,Roads Tracks And Paths,328053.1,123189.8,-1.57469208154362,0.208031439382466,1.58837408422818
718,327088.488153028,112099.079891695,1444759,Roads Tracks And Paths,327089.47,112098.05,-0.981846971961204,1.02989169476496,1.42291966719672
720,334420.860153757,115272.583234706,1182080,Roads Tracks And Paths,334421.065,115268.98,-0.204846242850181,3.60323470619915,3.60905283019906
722,328420.628389875,113087.690859339,1405563,Roads Tracks And Paths,328421.86,113088.32,-1.2316101253964,-0.629140660807025,1.38299727839922
723,330076.02563667,115423.459079446,1049398,Buildings,330075.41,115427.32,0.615636670496315,-3.86092055391055,3.90969513308502
724,329685.227613733,114949.832906995,1362203,Roads Tracks And Paths,329685.39,114954.07,-0.162386266631074,-4.23709300541668,4.24020358428005
725,333338.871559752,110927.651614157,934707,Roads Tracks And Paths,333339.79,110928.29,-0.918440248176921,-0.638385843121796,1.11851194636875
726,339925.895009976,115052.938058825,1003339,Roads Tracks And Paths,339925.85,115055.99,0.0450099763693288,-3.05194117529027,3.05227306042643
727,346077.464653825,107896.456649342,2315891,Roads Tracks And Paths,346076.07,107900.06,1.39465382503113,-3.60335065831896,3.86383168092007
729,339331.43667756,109976.749233648,2019679,Roads Tracks And Paths,339332.28,109977.5,-0.843322439875919,-0.750766351557104,1.12908939071654
730,328626.688873251,108519.177501553,1369544,Roads Tracks And Paths,328626.88,108518.35,-0.191126748628449,0.82750155281974,0.849286909095132
732,328903.734734589,108683.169268861,1370300,Roads Tracks And Paths,328902.87,108681.27,0.864734589355066,1.89926886059402,2.08686082785824
733,336649.295132328,124144.32733798,278813,Roads Tracks And Paths,336649.51,124144.03,-0.214867671951652,0.297337980329758,0.366848730400559
734,335273.946293153,123393.829180569,162215,Roads Tracks And Paths,335274.4,123392.72,-0.453706846630666,1.10918056851369,1.19838701438555
735,346784.895565662,101676.719367096,2137094,Roads Tracks And Paths,346783.64,101678.96,1.25556566187879,-2.24063290438789,2.56843939845091
736,338431.824260889,104934.864643003,2095255,Roads Tracks And Paths,338432.22,104933.65,-0.395739110652357,1.21464300324442,1.27748466489056
737,326755.196453365,118437.567698801,1485454,Roads Tracks And Paths,326757.54,118438.56,-2.34354663518025,-0.992301198944915,2.54497003925236
738,344334.398919451,109276.470246841,2224554,Roads Tracks And Paths,344330.97,109276.43,3.42891945102019,0.0402468414104078,3.42915564094547
739,339346.786503785,109961.965769694,2100300,Roads Tracks And Paths,339342.68,109961.58,4.10650378512219,0.385769693806651,4.12458380856572
740,347130.825439608,101565.853839689,2373515,Roads Tracks And Paths,347130.97,101567.043,-0.144560391723644,-1.1891603107797,1.19791483486472
741,346094.678023035,107921.216704035,2318765,Roads Tracks And Paths,346095.74,107922.06,-1.0619769647019,-0.843295964878052,1.35607638351867
742,344315.626440959,109275.714830831,2224445,Roads Tracks And Paths,344318.3,109278.1,-2.67355904116994,-2.38516916934168,3.58286895001751
743,327394.325157509,118553.286205151,1433222,Roads Tracks And Paths,327395.11,118551.31,-0.784842491033487,1.97620515106246,2.12635004992533
744,347417.924363477,114076.395965496,472004,Roads Tracks And Paths,347419.79,114076.03,-1.86563652334735,0.365965495788259,1.9011918318137
745,330186.454580244,118921.697130204,1274006,Roads Tracks And Paths,330187.54,118923.69,-1.08541975618573,-1.992869795562,2.26928756863947
746,335104.436044243,123303.370249286,226758,Roads Tracks And Paths,335104.67,123303.5,-0.233955757052172,-0.129750713909743,0.2675267164564
747,330166.789925913,118827.03863811,1233765,Roads Tracks And Paths,330167.4,118828.76,-0.610074087337125,-1.72136189027515,1.82627411670096
748,348014.099913787,114050.198551416,472822,Roads Tracks And Paths,348011.45,114047.85,2.64991378737614,2.34855141595472,3.54086667835843
749,328338.90297915,104986.056439418,1544208,Roads Tracks And Paths,328343.68,104985.42,-4.77702084963676,0.636439418405644,4.81923057460055
751,335234.903641596,123359.426575007,226772,Roads Tracks And Paths,335234.01,123355.51,0.893641596136149,3.91657500657311,4.01723226668037
752,346888.511108831,107126.592945664,2292818,Roads Tracks And Paths,346883.7,107126,4.81110883061774,0.592945663898718,4.84750995258228
753,346082.193671887,107894.663638106,2318662,Roads Tracks And Paths,346082.41,107896.25,-0.216328112757765,-1.58636189374374,1.60104400635697
755,347116.091274383,101548.69192538,2137736,Roads Tracks And Paths,347117.56,101550.01,-1.46872561681084,-1.31807462011056,1.97344258635918
756,327410.024943702,118562.99044762,1486461,Roads Tracks And Paths,327411.49,118563.1,-1.46505629830062,-0.109552380163223,1.46914658260834
757,344205.987712589,109562.672960075,2113729,Roads Tracks And Paths,344206.6,109564.3,-0.61228741123341,-1.62703992462775,1.73843458038765
758,335091.372308465,123307.771289296,146775,Roads Tracks And Paths,335091.18,123309.1,0.192308464611415,-1.32871070416877,1.34255528040147
759,328900.750482108,108686.067855215,1370297,Roads Tracks And Paths,328900.15,108682.21,0.600482108187862,3.85785521510115,3.90430859729823
760,336641.552534433,124149.079678369,277181,Roads Tracks And Paths,336639.016,124148.984,2.53653443278745,0.0956783694855403,2.53833829091076
761,335270.811762186,123399.953782717,220045,Roads Tracks And Paths,335271.2,123400.62,-0.388237813836895,-0.666217283287551,0.7710862913085
762,339676.519898267,109963.836937223,2082926,Roads Tracks And Paths,339676.64,109965.65,-0.120101733249612,-1.8130627773935,1.8170363400602
763,330179.749919951,118921.539602896,1549943,Roads Tracks And Paths,330180.17,118920.46,-0.420080049196258,1.07960289563925,1.15845140597497
764,346784.500494257,101670.495245661,2132080,Roads Tracks And Paths,346783.94,101672.24,0.56049425661331,-1.74475433856423,1.83257237609739
765,338434.103600457,104939.301191435,2095164,Roads Tracks And Paths,338436.18,104942.32,-2.07639954343904,-3.01880856516073,3.6639650949595
767,339886.765148482,109544.374855469,2083299,Roads Tracks And Paths,339886.22,109549.107,0.545148482138757,-4.73214453134278,4.76344189983415
768,327709.149078686,107026.247471635,1402443,Roads Tracks And Paths,327710.01,107025.79,-0.860921314219013,0.457471635265392,0.974918358812154
769,346073.830637207,107925.609529161,2429624,Roads Tracks And Paths,346074.18,107925.1,-0.349362793203909,0.509529160801321,0.617797966152476
771,344311.466205372,109279.793418627,2223823,Roads Tracks And Paths,344310.9,109280.3,0.566205372218974,-0.506581372916116,0.759745490881785
772,347611.603315346,114253.261866597,470293,Roads Tracks And Paths,347613.98,114255.65,-2.37668465368915,-2.38813340250636,3.36924488442857
