fid,OGC_FID,3D_Easting,3D_Northing,theme,2D_Easting,2D_Northing,Distance_Easting,Distance_Northing,Distance
55278,893,306596.4418,125387.3038,Buildings,306595.2,125386.34,1.241813369,0.963762647,1.571922035
55416,875,307069.9089,125374.9728,Buildings,307068.78,125374.99,1.128867702,-0.017196318,1.128998672
55419,942,307065.7636,125358.9811,Buildings,307066.002,125358.075,-0.238390543,0.906058078,0.936894494
55426,908,307080.5737,125370.8244,Buildings,307078.71,125370.53,1.863670494,0.294383486,1.886777503
55428,875,307069.9089,125374.9728,Buildings,307068.78,125374.99,1.128867702,-0.017196318,1.128998672
56101,1211,306309.967,127690.8178,Buildings,306310.42,127690.23,-0.453020263,0.587766106,0.742089182
56649,1214,305319.7947,131011.3387,Buildings,305318.579,131009.247,1.215661225,2.091690919,2.419298063
56656,1214,305319.7947,131011.3387,Buildings,305318.579,131009.247,1.215661225,2.091690919,2.419298063
56682,1175,305206.4546,130813.8836,Buildings,305206.987,130814.233,-0.532350625,-0.349382533,0.636761605
56854,1197,304280.0994,127142.3241,Buildings,304279.2,127141.99,0.89937603,0.334088512,0.959422939
56885,955,304562.1153,125141.7746,Buildings,304560.15,125141.33,1.965322459,0.444568109,2.014977214
56886,920,304553.2503,125139.1861,Buildings,304551.2,125138.64,2.050269018,0.546055607,2.121739799
56889,935,304559.9759,125116.0658,Buildings,304558.25,125115.16,1.725890119,0.90581963,1.949155178
56890,901,304598.2182,125127.0802,Buildings,304596.18,125126.54,2.038231664,0.540214401,2.108606154
56891,868,304595.745,125135.8725,Buildings,304593.42,125135.73,2.325023242,0.142523928,2.329387505
56963,939,304377.6503,125244.998,Buildings,304375.366,125243.745,2.284341998,1.253023036,2.605433763
56964,905,304373.7936,125254.0958,Buildings,304371.54,125253.329,2.253619884,0.766823751,2.38050861
56970,939,304377.6503,125244.998,Buildings,304375.366,125243.745,2.284341998,1.253023036,2.605433763
57219,36,304767.1515,140695.5643,Buildings,304767.179,140694.234,-0.02748905,1.330276744,1.330560733
59540,1070,305810.6398,134112.6003,Buildings,305810.4,134113.76,0.239796688,-1.159683797,1.184216602
59549,1122,305838.1372,134106.3229,Buildings,305835.31,134105.42,2.827219443,0.90288292,2.967889375
59570,996,305825.1777,134202.929,Buildings,305823.675,134201.818,1.502743089,1.111031009,1.868857055
59576,1151,305808.2607,134178.2246,Buildings,305807.879,134176.501,0.381686342,1.723594917,1.765350929
59580,1099,305837.4799,134164.4533,Buildings,305834.847,134163.682,2.632947554,0.771307096,2.74359754
59584,1047,305849.4722,134190.8735,Buildings,305847.585,134190.432,1.887201441,0.441486988,1.938153771
59895,1191,306142.8034,132461.4364,Buildings,306140.04,132460.39,2.763390851,1.046392017,2.954871444
59906,1217,306185.1489,132500.3098,Buildings,306182.22,132499.87,2.928874152,0.439798192,2.961710021
59907,1178,306190.7953,132478.416,Buildings,306189.02,132478.07,1.775273069,0.345987047,1.808673964
59910,1217,306185.1489,132500.3098,Buildings,306182.22,132499.87,2.928874152,0.439798192,2.961710021
60524,1070,305810.6398,134112.6003,Buildings,305810.4,134113.76,0.239796688,-1.159683797,1.184216602
60793,33,306392.8631,138443.3976,Buildings,306391.02,138442.35,1.843075804,1.047625887,2.120011419
61903,882,305584.5559,125179.2711,Buildings,305586.94,125177.67,-2.384054117,1.601072492,2.871784664
62186,45,304874.8133,141231.7495,Buildings,304873.34,141230.36,1.473332776,1.389549559,2.025230221
62794,746,304384.3385,132916.371,Buildings,304381.85,132915.5,2.488478309,0.87101767,2.636512104
62795,761,304381.826,132943.3297,Buildings,304379.17,132943.07,2.655971173,0.25972388,2.668639984
62801,746,304384.3385,132916.371,Buildings,304381.85,132915.5,2.488478309,0.87101767,2.636512104
62805,752,304379.0595,132911.2545,Buildings,304377.35,132909.78,1.709452281,1.47452128,2.257529647
63099,26,304616.6958,139914.5086,Buildings,304615.971,139917.157,0.724799272,-2.648373784,2.745763589
63329,10,304639.3499,140022.7628,Buildings,304637.13,140021.01,2.219862263,1.752772169,2.828426903
64686,55,304517.9423,141081.4075,Buildings,304514.11,141080.46,3.832330676,0.947466452,3.947714666
65092,38,304526.1203,141183.9691,Buildings,304525.07,141182.63,1.050316292,1.339088911,1.701858815
65627,1241,305143.8699,130913.7148,Buildings,305141.73,130913.85,2.13990929,-0.135211665,2.144176756
65631,1241,305143.8699,130913.7148,Buildings,305141.73,130913.85,2.13990929,-0.135211665,2.144176756
66153,53,304496.1377,140389.5318,Buildings,304493.72,140388.01,2.417651098,1.521751352,2.856705097
66424,1238,304390.575,127188.6558,Buildings,304394.76,127188.11,-4.184995348,0.545774642,4.220433156
66428,1172,304408.3634,127200.4759,Buildings,304406.87,127200.22,1.493382199,0.255943572,1.515155934
66638,1087,303756.7524,134027.5957,Buildings,303755.16,134026.08,1.592369209,1.515673929,2.198387399
66650,1035,303766.5518,134042.709,Buildings,303764.76,134041.5,1.79180511,1.208958111,2.161514577
66654,1087,303756.7524,134027.5957,Buildings,303755.16,134026.08,1.592369209,1.515673929,2.198387399
67616,1093,305500.203,133769.1952,Buildings,305498.9,133767.87,1.303004036,1.325190229,1.858480202
69201,1243,305946.0055,129692.7146,Buildings,305943.65,129691.71,2.355454736,1.004556378,2.560722657
70270,888,307137.7991,125320.8262,Buildings,307136.574,125319.969,1.22506326,0.857232445,1.495201477
70274,855,307134.6899,125329.7477,Buildings,307133.32,125329.19,1.369915263,0.55773542,1.479099938
70752,60,306405.3909,139688.0031,Buildings,306402.99,139687.19,2.400857797,0.813105642,2.53480945
70916,2,305115.0325,141068.1635,Buildings,305112.84,141067.68,2.192528103,0.483465806,2.245199026
72150,1163,306358.3797,131435.6897,Buildings,306356.58,131434.3,1.799724596,1.389694545,2.273820474
72151,1229,306360.6974,131453.5396,Buildings,306358.54,131452.7,2.157365968,0.839609687,2.314988628
72157,1203,306304.6612,131459.9402,Buildings,306302.03,131458.55,2.631199998,1.390243488,2.975901609
72158,1188,306302.5388,131442.1353,Buildings,306300.03,131439.95,2.508830062,2.185263869,3.32710181
72439,43,305413.4944,139533.6182,Buildings,305414.863,139535.457,-1.36857831,-1.838767636,2.292176479
72700,856,304118.7151,125235.0412,Buildings,304116.87,125234.93,1.845076568,0.111202341,1.8484246
72710,909,304128.0383,125265.0692,Buildings,304126.271,125264.895,1.767271935,0.174240945,1.775840645
72713,943,304108.417,125253.6823,Buildings,304106.358,125253.555,2.059013262,0.127310326,2.062945353
72736,889,304150.5869,125246.9949,Buildings,304148.3,125246.48,2.286890729,0.514858448,2.344130634
73671,91,307979.0989,140720.4357,Buildings,307976.8,140720.88,2.298863153,-0.444340581,2.341412042
74554,1180,307605.8784,129184.6626,Buildings,307604.5,129184.14,1.37841264,0.522612852,1.474159285
74573,1219,307797.0976,129124.8423,Buildings,307795.26,129123.94,1.837621699,0.902297088,2.047191623
74574,1193,307794.8308,129142.4845,Buildings,307793.06,129141.94,1.770811414,0.544548736,1.85264848
74929,954,308549.4879,125552.879,Buildings,308548.58,125551.1,0.907886939,1.779033744,1.997303121
77539,1111,308051.1853,134061.0898,Buildings,308047.45,134060.87,3.735289829,0.219840893,3.741753616
77542,1082,308079.7051,134057.7749,Buildings,308075.37,134057.93,4.335070266,-0.155148332,4.337845688
77544,1111,308051.1853,134061.0898,Buildings,308047.45,134060.87,3.735289829,0.219840893,3.741753616
77568,130,307725.1751,140881.6621,Buildings,307724.5,140880.57,0.675101166,1.092089549,1.283908551
79250,815,308702.7202,127460.7574,Buildings,308700.528,127460.409,2.192235493,0.348445594,2.219754669
79251,792,308682.3782,127461.3839,Buildings,308679.767,127460.94,2.611185022,0.44391205,2.64864968
79252,829,308681.092,127421.4578,Buildings,308678.735,127420.538,2.356982779,0.919799341,2.530098545
79253,769,308701.3892,127421.0342,Buildings,308699.497,127420.007,1.892166278,1.027231933,2.153020824
79428,845,308525.037,127618.3183,Buildings,308523.45,127617.79,1.58696392,0.528251629,1.672574143
81940,884,308196.4593,125216.9826,Buildings,308194.102,125215.73,2.357326736,1.252593911,2.669453286
81941,851,308159.8333,125219.1567,Buildings,308157.748,125217.952,2.085341671,1.204702412,2.408310151
81942,919,308158.2057,125189.6697,Buildings,308155.955,125188.619,2.250679981,1.050718259,2.483861759
84165,102,308790.5746,140134.6125,Buildings,308787.38,140134.06,3.194606663,0.552515486,3.242034099
86937,979,308048.635,134039.004,Buildings,308044.41,134039.01,4.224975612,-0.005976873,4.224979839
87140,1071,308071.8179,132924.0937,Buildings,308068.15,132922.53,3.667911982,1.563661893,3.987306964
88383,98,310406.3389,140446.299,Buildings,310404.57,140445.3,1.76890959,0.998979299,2.031502099
89173,1148,310232.6174,130614.0338,Buildings,310232.94,130615.42,-0.322638142,-1.386153727,1.423206776
89182,1096,310258.9889,130600.6495,Buildings,310256.94,130598.92,2.048942498,1.729518632,2.681305663
89219,1015,310009.0067,130612.8478,Buildings,310005.671,130613.634,3.335721635,-0.786227398,3.42712596
89441,52,310288.0212,137050.2781,Buildings,310285.25,137049,2.771201348,1.278091911,3.051733253
91829,1090,309261.6068,131233.9895,Buildings,309261.03,131232.79,0.576832582,1.199519759,1.331008445
92005,946,309435.8654,125132.9845,Buildings,309433.778,125131.659,2.087417196,1.325462805,2.472683198
92008,911,309424.1925,125132.8826,Buildings,309421.78,125131.96,2.412533432,0.922557829,2.582911247
92010,859,309424.0072,125108.0059,Buildings,309424.793,125106.812,-0.785824051,1.193918379,1.429321705
92019,946,309435.8654,125132.9845,Buildings,309433.778,125131.659,2.087417196,1.325462805,2.472683198
92088,870,310198.6631,125285.5013,Buildings,310197.389,125283.733,1.274101998,1.76834139,2.179533705
92089,903,310198.6583,125275.4814,Buildings,310197.336,125275.399,1.322300258,0.082365553,1.324863033
92777,24,307293.1998,137777.9747,Buildings,307290.31,137777.25,2.88980438,0.724728157,2.979295261
92883,39,308111.5012,137270.0166,Buildings,308110.26,137270.1,1.241221907,-0.083438157,1.244023211
93475,1094,308531.8618,133032.8315,Buildings,308528.51,133031.75,3.351763983,1.081503941,3.521927394
93491,1146,308567.9003,133058.3742,Buildings,308569.037,133057.271,-1.136655281,1.103188479,1.583985495
93502,1013,308570.2789,133044.5572,Buildings,308568.215,133043.139,2.063875796,1.418192091,2.504166949
93567,1100,308223.357,132722.7412,Buildings,308221.011,132721.312,2.346018202,1.429203849,2.747075727
93648,1031,308541.9557,132261.3543,Buildings,308539.14,132260.46,2.815684402,0.89433423,2.954304041
93649,980,308564.6534,132259.9877,Buildings,308562.24,132259.11,2.413410422,0.877730458,2.568065541
93664,1042,308501.8288,133039.8166,Buildings,308501.419,133038.104,0.409832616,1.712555939,1.760911871
94516,986,308446.8221,132405.7262,Buildings,308443.88,132404.74,2.942076758,0.986236678,3.102978962
95040,35,310093.3122,136916.5312,Buildings,310091.27,136915.47,2.042169698,1.061217536,2.301442968
95048,35,310093.3122,136916.5312,Buildings,310091.27,136915.47,2.042169698,1.061217536,2.301442968
95100,18,310108.2043,137096.4881,Buildings,310106.16,137095.77,2.044263548,0.718051872,2.16670532
95600,37,309824.05,137300.375,Buildings,309822.07,137299.21,1.979983828,1.165012492,2.297300604
95945,46,309756.5377,137414.2066,Buildings,309754.67,137412.31,1.867680299,1.896646515,2.66185982
96106,3,309659.4655,137291.4678,Buildings,309657.83,137289.94,1.635515414,1.527843946,2.238128189
96418,1072,308028.6062,131767.5154,Buildings,308025.7,131767.27,2.906235182,0.245412636,2.916578525
96444,1095,307994.1157,131857.0218,Buildings,307991.322,131855.706,2.793666919,1.315834031,3.088040487
96593,1124,308034.6316,131794.5384,Buildings,308032.1,131794.17,2.531614183,0.368359697,2.558272706
96703,923,307528.2292,125143.7581,Buildings,307526.77,125142.99,1.459203345,0.768096194,1.649013695
96811,997,309324.3727,132690.9887,Buildings,309322.65,132690.8,1.72269422,0.188652782,1.732993147
97265,1065,308918.4707,133313.0029,Buildings,308915.11,133312.12,3.36069061,0.882909593,3.474733188
97267,1117,308952.9622,133331.301,Buildings,308950.58,133331.31,2.382237096,-0.009032961,2.382254221
97310,1129,309122.6424,132621.5899,Buildings,309121.86,132621.56,0.782367387,0.029894486,0.782938317
98299,993,310171.1245,130466.8205,Buildings,310168.66,130465.17,2.464530757,1.650511381,2.966159078
98307,1073,310197.5826,130428.0962,Buildings,310195.15,130427.66,2.432636853,0.436223004,2.471439371
98308,1125,310179.5039,130449.294,Buildings,310177.35,130448.46,2.153905415,0.834032891,2.309744444
98314,1050,310261.9413,130519.5967,Buildings,310258.6,130518.21,3.341332305,1.386741543,3.617672411
98401,1119,310068.6641,130668.8676,Buildings,310066.585,130668.126,2.079133635,0.741587944,2.207430486
98404,987,310071.817,130660.0418,Buildings,310072.204,130659.949,-0.386962462,0.092800726,0.397934569
98448,1044,310258.6315,130592.9278,Buildings,310257.245,130592.03,1.386515986,0.897805734,1.651811646
98456,999,310726.8446,130583.8052,Buildings,310724.66,130583.1,2.184623113,0.705188345,2.295619469
100196,111,310592.8514,140383.0794,Buildings,310590.432,140381.472,2.419385917,1.60735061,2.904652165
101389,137,309650.8008,139869.4115,Buildings,309651.89,139867.54,-1.089219955,1.871492741,2.165383382
101395,137,309650.8008,139869.4115,Buildings,309651.89,139867.54,-1.089219955,1.871492741,2.165383382
101414,137,309650.8008,139869.4115,Buildings,309651.89,139867.54,-1.089219955,1.871492741,2.165383382
104776,1208,307974.8718,128966.4639,Buildings,307973.6,128966.73,1.271848037,-0.26611932,1.299390981
105249,1234,308063.1823,128842.9043,Buildings,308060.76,128840.62,2.422314044,2.284335055,3.329533296
105259,1222,308062.3267,128812.1326,Buildings,308060.43,128810.53,1.896728637,1.602616133,2.483134711
105276,1222,308062.3267,128812.1326,Buildings,308060.43,128810.53,1.896728637,1.602616133,2.483134711
105409,1183,307945.2119,128925.5942,Buildings,307942.86,128925.46,2.351856248,0.134248177,2.355684695
105583,1246,307601.3672,129099.3136,Buildings,307604.57,129098.42,-3.202796631,0.893568288,3.32511211
105737,1231,307489.4226,129184.3607,Buildings,307487.55,129183.91,1.87259862,0.450661009,1.926063586
105815,1205,307538.2801,129215.4964,Buildings,307536.35,129213.946,1.930077832,1.550441977,2.475696016
105956,1088,308998.3417,133323.9013,Buildings,309000,133324.19,-1.658257336,-0.288707056,1.683202054
106233,1089,308517.4581,132338.3036,Buildings,308516.86,132337.59,0.598103131,0.713625171,0.931122033
106326,1037,308499.225,132352.9174,Buildings,308499.56,132352.59,-0.334997988,0.32738791,0.468408471
106377,1136,308795.1435,131349.0686,Buildings,308792.467,131347.831,2.676548167,1.237638773,2.94884042
106396,974,308874.6218,131325.146,Buildings,308872.24,131323.97,2.381768113,1.176018875,2.656283068
106400,1055,308853.7244,131342.8936,Buildings,308852.14,131341.67,1.584374305,1.223562941,2.001836209
106404,1004,308837.0018,131337.0462,Buildings,308834.24,131335.27,2.761761886,1.77615093,3.283601809
106405,1055,308853.7244,131342.8936,Buildings,308852.14,131341.67,1.584374305,1.223562941,2.001836209
106453,1078,308918.4622,131332.979,Buildings,308915.98,131332.17,2.482243753,0.80903695,2.610761352
106455,1026,308907.097,131316.5148,Buildings,308905.18,131315.97,1.917014033,0.54478828,1.992921743
106459,1130,308089.4342,131840.6012,Buildings,308086.98,131841,2.454158895,-0.398793832,2.486349212
106477,998,308072.5031,131804.0284,Buildings,308069.575,131803.429,2.928129174,0.599425111,2.98885445
110811,48,307356.5846,137410.8112,Buildings,307355.08,137409.85,1.504600677,0.961228243,1.785436342
110913,5,307320.0652,137344.3482,Buildings,307317.59,137342.06,2.475164865,2.288192585,3.370796109
110940,1002,307188.6148,133511.7344,Buildings,307185.894,133511.122,2.720842847,0.612427709,2.788916187
110941,1134,307204.9418,133522.3761,Buildings,307202.808,133521.164,2.13382743,1.212120562,2.454069224
116684,78,308730.5543,140139.9314,Buildings,308728.13,140139.78,2.424293366,0.151437326,2.429018647
118220,7,307227.5731,137778.8896,Buildings,307224.48,137775.3,3.093092243,3.589588968,4.738393038
120567,41,307208.0133,137671.9245,Buildings,307206.06,137672.79,1.953255764,-0.865485504,2.13641598
120740,58,307333.8741,137581.3415,Buildings,307332.53,137579.68,1.344114669,1.661496173,2.137104063
121079,1,309983.3118,137096.962,Buildings,309983.48,137096.84,-0.168219034,0.122001345,0.207802723
121411,74,310002.0684,140085.2641,Buildings,309999.977,140083.841,2.091406483,1.423127753,2.529678572
121656,44,309934.3126,137137.7731,Buildings,309932.61,137135.8,1.702610437,1.973057746,2.606115724
121791,56,309143.1662,137933.977,Buildings,309141,137933.32,2.166208124,0.657039499,2.26366043
125116,1147,308006.6438,131866.1862,Buildings,308003.89,131865.19,2.753846392,0.996188605,2.928491367
125131,985,308954.1147,133372.9762,Buildings,308951.1,133371.49,3.014698561,1.486200356,3.3611306
125150,1036,308929.9484,133372.5327,Buildings,308927.569,133372.66,2.379356175,-0.127277579,2.382757938
125244,1140,309070.3605,133544.0052,Buildings,309067.5,133543.34,2.860512984,0.665195446,2.936838353
125248,1008,309091.0032,133532.8303,Buildings,309088.566,133531.316,2.437240496,1.514312624,2.869369958
125250,1140,309070.3605,133544.0052,Buildings,309067.5,133543.34,2.860512984,0.665195446,2.936838353
125261,1038,309267.6633,131261.6515,Buildings,309266.35,131260.78,1.313312577,0.871532628,1.576184966
125792,972,307235.4639,133540.8949,Buildings,307233.49,133539.3,1.973888175,1.594907222,2.537708331
125793,1105,307212.7402,133525.731,Buildings,307210.53,133524.24,2.210230335,1.490960175,2.666098343
125795,1053,307218.0101,133517.7801,Buildings,307216.22,133515.58,1.790092345,2.200147554,2.836384999
125796,1024,307240.4544,133532.8453,Buildings,307239.17,133530.63,1.284387146,2.215313462,2.560715539
125797,972,307235.4639,133540.8949,Buildings,307233.49,133539.3,1.973888175,1.594907222,2.537708331
126948,821,308514.7558,127615.1641,Buildings,308513.82,127614.52,0.935829759,0.644088948,1.136058058
126953,795,308498.6366,127513.4764,Buildings,308498.11,127512.12,0.526605511,1.356370959,1.455010496
126956,772,308535.2623,127507.1627,Buildings,308532.84,127506.36,2.42231404,0.802674952,2.55184098
127370,15,307294.4738,137608.8885,Buildings,307291.96,137607.99,2.513761691,0.898489834,2.669509659
129560,1048,309372.9341,132678.9314,Buildings,309370.6,132678.55,2.334062106,0.381421215,2.365021788
129661,1112,308565.9033,132285.8688,Buildings,308563.72,132284.45,2.183338417,1.418795409,2.603833147
129662,1060,308543.6447,132287.3381,Buildings,308540.62,132285.8,3.024659233,1.538112873,3.393280814
129830,1059,308117.3698,133752.4612,Buildings,308114,133751.11,3.369807652,1.35121437,3.630617563
130202,839,308690.6513,127502.045,Buildings,308687.65,127500.72,3.00125705,1.325003819,3.280728425
130203,779,308749.6572,127487.6791,Buildings,308746.6,127485.78,3.057181333,1.899083056,3.599010164
131688,27,310026.1163,137237.3131,Buildings,310024.59,137235.51,1.526311656,1.803134352,2.362397249
131820,20,309714.9779,137267.4198,Buildings,309714.88,137268.39,0.097871096,-0.970163346,0.975087519
132076,31,307291.3933,137436.6658,Buildings,307288.76,137436.19,2.633275522,0.475842591,2.67592342
132400,22,307521.449,137407.2045,Buildings,307519.426,137406.342,2.022987351,0.862476376,2.19916878
132626,121,307642.509,141267.9322,Buildings,307641.145,141267.255,1.363967547,0.677206505,1.522831613
133381,106,307599.9928,140901.226,Buildings,307598.086,140900.57,1.90684386,0.655956249,2.016514842
133627,1165,307155.1022,129144.9128,Buildings,307153.37,129143.6,1.732180044,1.31282657,2.173467577
133785,881,308869.4599,125568.2975,Buildings,308867.42,125567.91,2.039935498,0.387521615,2.07641755
133813,915,308887.0142,125558.3321,Buildings,308885.59,125558.09,1.42423743,0.242129655,1.444672637
133825,907,309346.6008,125069.5085,Buildings,309344.04,125068.35,2.560803649,1.158462434,2.810649487
133867,950,309264.0493,125576.3117,Buildings,309262.58,125576.22,1.469307586,0.091741108,1.472168881
135837,871,307452.9673,125106.541,Buildings,307454.07,125105.86,-1.102657818,0.680990148,1.295994539
135852,958,307461.6794,125116.0921,Buildings,307459.13,125115.42,2.549424151,0.672119378,2.636533323
135906,867,308543.5868,125531.2369,Buildings,308540.71,125531.26,2.876831163,-0.023112414,2.876924004
135922,900,308606.4957,125543.8664,Buildings,308605.39,125542.82,1.105653087,1.046373564,1.522289849
137737,126,308811.2797,140192.2378,Buildings,308808.4,140191.06,2.87969614,1.177790706,3.111244254
138164,141,308574.6977,140117.6998,Buildings,308572.95,140115.97,1.747650741,1.729841966,2.458990919
138278,117,308048.7535,140567.3049,Buildings,308050.45,140566.91,-1.696524921,0.394932379,1.741886446
139832,1102,310245.8892,130467.9305,Buildings,310243.56,130465.12,2.329233476,2.810496823,3.650235742
139914,1154,310206.5302,130422.9974,Buildings,310206.673,130424.486,-0.142835253,-1.488628968,1.495465852
139917,1021,310212.6463,130417.1538,Buildings,310212.26,130419.07,0.386349676,-1.916204905,1.954765283
140031,957,310120.86,125199.3828,Buildings,310119,125198.151,1.859972362,1.231774839,2.230866747
140032,922,310126.3015,125207.4535,Buildings,310124.462,125206.76,1.839524194,0.693486659,1.965902593
140033,854,310101.0231,125223.7936,Buildings,310099.023,125222.899,2.000065429,0.894631492,2.19103337
140034,887,310095.9896,125215.4809,Buildings,310093.561,125214.291,2.428573139,1.189860056,2.704391696
140035,957,310120.86,125199.3828,Buildings,310119,125198.151,1.859972362,1.231774839,2.230866747
140078,937,310234.9666,125750.1321,Buildings,310233.156,125749.276,1.810571884,0.856098198,2.002766754
140330,1237,307710.4498,128516.0448,Buildings,307708.64,128515.97,1.809834766,0.074799578,1.811379821
140332,1171,307712.6928,128504.6478,Buildings,307711.23,128504.06,1.46277678,0.587763572,1.576445979
140354,1196,307744.7549,128480.1879,Buildings,307743.59,128479.47,1.164865977,0.7178557,1.368294394
141441,863,309286.6235,125547.9055,Buildings,309287.79,125549.1,-1.166459422,-1.194545708,1.66960086
141624,859,309424.0072,125108.0059,Buildings,309424.793,125106.812,-0.785824051,1.193918379,1.429321705
141637,892,309435.7966,125108.0543,Buildings,309436.313,125106.02,-0.516448572,2.034349843,2.098880275
141643,961,309453.1742,125126.6482,Buildings,309451.464,125125.319,1.710211481,1.329180236,2.165997094
141644,926,309445.1669,125126.0326,Buildings,309442.94,125125.212,2.22687992,0.820632642,2.373274554
141646,874,309439.2933,125112.4516,Buildings,309436.78,125111.786,2.513260382,0.665634923,2.599912998
141796,1025,309068.9145,132643.5235,Buildings,309066.876,132643.157,2.038450626,0.366460381,2.071128717
141797,1106,309032.9647,132651.8268,Buildings,309031.475,132651.412,1.489677516,0.41480267,1.546350657
141798,973,309029.8933,132640.0412,Buildings,309028.879,132640.278,1.01429988,-0.236757655,1.041565377
142209,1009,309279.0234,131202.5195,Buildings,309278.54,131202.08,0.483404147,0.439468978,0.653308926
142218,1107,308841.0055,131329.0548,Buildings,308838.51,131328.19,2.495543088,0.864835782,2.641150551
142279,1061,309336.4239,131231.0267,Buildings,309334.83,131230.54,1.593875789,0.486736757,1.666539139
143090,113,309356.4095,140041.5015,Buildings,309353.863,140040.224,2.546542814,1.277525288,2.849026354
146580,67,307881.2609,140799.7057,Buildings,307880.05,140798.14,1.210911847,1.565666038,1.97929726
146882,109,307803.7928,141053.2891,Buildings,307802.4,141053.11,1.39284177,0.17907712,1.404306523
147281,981,309649.5606,131341.1051,Buildings,309647.95,131339.68,1.610609026,1.425137329,2.150599414
147284,1113,309640.0106,131356.308,Buildings,309638.05,131355.28,1.960625308,1.027974547,2.213771277
147285,1032,309620.78,131343.9226,Buildings,309618.65,131342.98,2.130019107,0.942624472,2.329275057
147287,1084,309630.6944,131328.8622,Buildings,309630.088,131328.355,0.606389814,0.50715372,0.790514708
147290,1142,309265.8684,131216.0451,Buildings,309264.62,131215.27,1.248398934,0.77514661,1.469473432
150385,87,308948.197,140212.9581,Buildings,308946.48,140212.48,1.71698889,0.478090825,1.782307966
150706,62,308898.593,140218.336,Buildings,308897.22,140217.25,1.37304416,1.085987323,1.750605247
152340,991,308511.0507,133006.123,Buildings,308508.35,133004.5,2.700685663,1.623036273,3.150864928
152346,991,308511.0507,133006.123,Buildings,308508.35,133004.5,2.700685663,1.623036273,3.150864928
152400,1101,308058.1994,131798.2386,Buildings,308056.285,131797.213,1.914422208,1.025582402,2.171826801
152402,1049,308044.6714,131797.0983,Buildings,308044.055,131796.655,0.616402631,0.443272752,0.759238392
152407,1020,308045.9642,131774.9244,Buildings,308045.58,131773.499,0.384188023,1.425372993,1.476241378
152412,1153,308069.5529,131793.9772,Buildings,308067.891,131792.982,1.661922873,0.995179511,1.937103481
152466,1141,308559.2833,132358.7744,Buildings,308560.318,132357.888,-1.034693396,0.886363501,1.362435569
152515,1003,309074.5446,132661.2361,Buildings,309073.339,132660.487,1.205575298,0.74909855,1.419352119
152517,1135,309076.3757,132675.9756,Buildings,309074.527,132675.391,1.848670912,0.584592012,1.938899678
152518,1083,309039.2386,132679.317,Buildings,309038.014,132678.302,1.224598473,1.015016446,1.590565876
152519,1054,309038.0593,132664.3538,Buildings,309036.874,132663.997,1.185300663,0.356783276,1.237833578
152545,1118,308429.4415,132411.5468,Buildings,308426.5,132410.97,2.941486498,0.576845272,2.997514518
152574,1019,308123.9089,132873.349,Buildings,308122.41,132871.38,1.498892298,1.969034432,2.474626177
152587,1152,308146.7692,132866.5145,Buildings,308144.27,132865.37,2.499232036,1.144455287,2.748806773
152619,992,307986.3494,131770.3575,Buildings,307983.855,131769.964,2.494440763,0.39354724,2.525294864
152629,1043,307960.3475,131758.0837,Buildings,307958.19,131757.25,2.157459235,0.83368464,2.312933295
152636,1123,308152.6738,132811.0533,Buildings,308149.08,132809.41,3.593772681,1.643252342,3.95164274
153313,832,308616.9595,127560.6687,Buildings,308616.03,127560,0.929527182,0.668665701,1.14504786
153314,808,308619.5844,127576.3217,Buildings,308618.42,127575.27,1.164393022,1.051725545,1.569056319
153349,785,308621.4133,127587.8554,Buildings,308619.33,127587.38,2.083271647,0.475415691,2.136829623
153515,842,308674.618,127461.4637,Buildings,308672.707,127460.916,1.911033488,0.547657121,1.987958076
153516,818,308654.2119,127461.9036,Buildings,308651.827,127461.495,2.384913525,0.408644177,2.419669933
153517,782,308653.0168,127422.4084,Buildings,308650.715,127421.411,2.301838636,0.997432764,2.508651675
153518,805,308673.4588,127421.878,Buildings,308671.595,127420.832,1.863752411,1.045986389,2.137208594
153519,842,308674.618,127461.4637,Buildings,308672.707,127460.916,1.911033488,0.547657121,1.987958076
153954,145,307577.4141,141115.0478,Buildings,307575.94,141113.2,1.474095568,1.847777268,2.363734032
154215,133,307548.0262,141189.8813,Buildings,307546.28,141189.71,1.746248865,0.171294008,1.754630085
154225,71,307580.7439,141212.5008,Buildings,307578.88,141212.41,1.863926826,0.090789834,1.866136652
154239,95,307597.0638,141279.3187,Buildings,307592.78,141278.81,4.28377732,0.508712754,4.313877234
154364,82,307632.9048,141019.5797,Buildings,307629,141018.28,3.9047856,1.299688305,4.115402808
156828,13,309120.7972,137905.8998,Buildings,309118.8,137904.98,1.997204687,0.919809987,2.198835368
157655,1168,307921.2377,129211.5878,Buildings,307922.439,129212.984,-1.20129584,-1.396151813,1.841833755
158512,969,308823.6374,125602.9733,Buildings,308821.27,125600.65,2.367429105,2.323339937,3.317021108
158582,934,308667.4983,125538.7272,Buildings,308666.8,125538.54,0.698250968,0.187205825,0.722911084
158629,938,307448.1591,125060.9137,Buildings,307447.847,125060.032,0.312068312,0.88166332,0.93526298
158631,904,307446.1925,125074.527,Buildings,307445.89,125073.79,0.302546444,0.737000813,0.796683469
159446,29,309260.3549,137904.9212,Buildings,309260.49,137908.21,-0.135081148,-3.288776466,3.291549416
161432,54,309901.3001,137373.6133,Buildings,309899.046,137371.698,2.254134822,1.915281754,2.957943204
