fid,OGC_FID,3D_Easting,3D_Northing,theme,2D_Easting,2D_Northing,Distance_Easting,Distance_Northing,Distance
161585,11,309993.8174,137365.9062,Buildings,309993.367,137365.763,0.450381979,0.143191791,0.472596885
163490,1077,309063.5442,132618.8543,Buildings,309060.882,132618.059,2.662163762,0.795287663,2.77841652
163563,1066,308365.3794,132394.9465,Buildings,308364.577,132397.282,0.802425293,-2.335498914,2.469502284
163568,1014,308352.905,132413.0978,Buildings,308350.519,132412.207,2.386043283,0.890832912,2.546916926
163572,1066,308365.3794,132394.9465,Buildings,308364.577,132397.282,0.802425293,-2.335498914,2.469502284
165157,941,309687.7498,125107.3837,Buildings,309686.144,125106.25,1.605812944,1.133744383,1.965708915
165165,941,309687.7498,125107.3837,Buildings,309686.144,125106.25,1.605812944,1.133744383,1.965708915
165215,896,309289.2583,125555.3451,Buildings,309286.14,125555.52,3.11829445,-0.174948901,3.123198264
165222,965,309353.6458,125604.4132,Buildings,309352.28,125604.21,1.365772705,0.203218629,1.380808782
165223,930,309342.5449,125597.7642,Buildings,309340.24,125596.88,2.304854402,0.884202442,2.468636825
165918,1067,309989.6063,130636.7371,Buildings,309986.784,130635.206,2.822302819,1.531122916,3.210876918
166127,1075,312553.894,126301.2,Buildings,312550.726,126300.655,3.167950026,0.545017764,3.214490898
166281,1052,312519.7882,125889.6207,Buildings,312517.04,125888.7,2.748221174,0.920744699,2.898359954
167319,1006,311873.7693,125716.5797,Buildings,311873.33,125716.42,0.439314434,0.159694699,0.467439374
167491,983,312043.3231,125828.3185,Buildings,312040.98,125828.3,2.343139089,0.018509645,2.343212196
167713,1029,312265.9926,125693.2758,Buildings,312264.5,125691.67,1.49262907,1.605807653,2.192386772
168925,831,313574.667,129053.0995,Buildings,313571.48,129051.99,3.186950764,1.109535501,3.374570225
168928,807,313579.804,129066.9751,Buildings,313576.622,129066.02,3.181985559,0.955088678,3.322232153
168940,831,313574.667,129053.0995,Buildings,313571.48,129051.99,3.186950764,1.109535501,3.374570225
169839,134,313530.6513,143326.0137,Buildings,313528.4,143325.44,2.251251782,0.573662443,2.323192455
170064,787,314078.0897,128172.5244,Buildings,314077.07,128172.27,1.019684454,0.254392818,1.050938672
170148,834,313904.0067,128222.4223,Buildings,313901.06,128221.84,2.946734596,0.58233367,3.003723902
170248,810,314009.1676,128193.1878,Buildings,314006.28,128192.1,2.88764348,1.087773567,3.085731064
170307,847,314046.8109,128126.371,Buildings,314043.47,128127.29,3.340852208,-0.919011947,3.464949702
170467,989,313136.6868,126800.1955,Buildings,313133.65,126800.41,3.036839758,-0.214544249,3.044408802
170703,823,314023.8272,128026.9038,Buildings,314022.07,128025.29,1.757223976,1.613762927,2.385805291
170722,812,314098.4646,127796.183,Buildings,314097.44,127797.62,1.024625109,-1.436994066,1.764882024
170909,1098,313951.5189,126271.5982,Buildings,313949.99,126271.76,1.528890117,-0.161846972,1.537432741
170910,1046,313916.1606,126277.1555,Buildings,313914.85,126277.81,1.31063516,-0.654498805,1.464968671
170918,1098,313951.5189,126271.5982,Buildings,313949.99,126271.76,1.528890117,-0.161846972,1.537432741
171573,632,312503.967,132727.0325,Buildings,312501.93,132726.41,2.037019774,0.622533938,2.13002302
172266,976,312079.9273,128526.3547,Buildings,312076.1,128524.3,3.827287617,2.054692134,4.343948696
172398,1051,311943.0805,128460.9869,Buildings,311946.375,128460.621,-3.294526848,0.365879383,3.314781271
172468,735,311675.5668,133038.5033,Buildings,311673.1,133037.9,2.466848803,0.603281798,2.539545618
172821,1109,311857.9535,125547.2664,Buildings,311855.95,125545.18,2.003476479,2.086399105,2.892573115
173466,65,311962.6758,137082.6641,Buildings,311958.47,137080.4,4.20583955,2.264138121,4.776547681
173860,1132,312242.7825,128370.4297,Buildings,312242.747,128368.181,0.035503076,2.248667151,2.248947403
174134,1010,313289.7118,129255.3096,Buildings,313287.13,129255.06,2.581771148,0.249583557,2.593806896
174242,110,313513.578,143275.6875,Buildings,313511.24,143275.15,2.337995025,0.537519865,2.398989025
174574,649,312966.2896,132554.3211,Buildings,312963.25,132552.72,3.039649235,1.60106967,3.435533665
174580,730,312519.1611,132834.8026,Buildings,312519.73,132836.08,-0.568923778,-1.277385205,1.398351611
174847,670,312482.7144,132707.2431,Buildings,312482.397,132706.909,0.317429073,0.334073818,0.460832434
174860,670,312482.7144,132707.2431,Buildings,312482.397,132706.909,0.317429073,0.334073818,0.460832434
175580,1001,312649.0064,125702.1891,Buildings,312645.79,125700.97,3.216367205,1.219140461,3.439668801
175706,1011,312187.3902,125881.2187,Buildings,312184.96,125880.1,2.430220815,1.118709857,2.675347632
175725,1144,312164.5284,125889.6229,Buildings,312163.86,125889,0.66841485,0.62291648,0.913675738
175757,1063,312181.0362,125863.0612,Buildings,312180.16,125866.3,0.876198491,-3.238838547,3.35526436
175760,1115,312187.9248,125866.2441,Buildings,312186.06,125864.7,1.864755837,1.544128148,2.421083656
175769,1011,312187.3902,125881.2187,Buildings,312184.96,125880.1,2.430220815,1.118709857,2.675347632
176318,1081,312403.4687,125839.0276,Buildings,312401.14,125838.4,2.328714117,0.627576246,2.411796298
177304,776,314067.7894,127877.866,Buildings,314067.08,127876.28,0.70940657,1.585977371,1.73740666
177314,776,314067.7894,127877.866,Buildings,314067.08,127876.28,0.70940657,1.585977371,1.73740666
177322,844,313635.2324,129098.6138,Buildings,313633.008,129097.118,2.224382746,1.495750818,2.680512845
177323,820,313617.0884,129092.5874,Buildings,313615.17,129091.423,1.918371162,1.164443333,2.24412036
177780,131,313918.5065,143327.2239,Buildings,313916.96,143325.33,1.546525272,1.893936829,2.445145625
178190,801,314018.3635,129602.1391,Buildings,314016.071,129601.689,2.292452142,0.450090068,2.336218717
178197,778,314007.3154,129630.5658,Buildings,314004.988,129630.093,2.327362573,0.472767835,2.374894939
178199,801,314018.3635,129602.1391,Buildings,314016.071,129601.689,2.292452142,0.450090068,2.336218717
178655,849,314085.5124,129630.4302,Buildings,314082.47,129630.35,3.042427834,0.080244971,3.043485893
178712,825,314065.0874,129570.0344,Buildings,314062.676,129568.988,2.411442282,1.046421025,2.628697556
178726,791,312624.6871,129622.0358,Buildings,312622.93,129621.28,1.757120461,0.755848992,1.912793772
179982,697,311641.4301,133016.7484,Buildings,311640.57,133015.91,0.860079968,0.838408326,1.20111035
180252,124,310793.0854,141694.1944,Buildings,310789.59,141691.79,3.495449177,2.404436438,4.242579349
180652,135,310959.5691,140592.99,Buildings,310957.6,140591.86,1.969118388,1.130008135,2.270318394
180688,64,311058.6319,140747.4814,Buildings,311056.16,140746,2.471890514,1.481375709,2.881790538
180885,123,311599.6277,143151.8898,Buildings,311597.61,143149.95,2.017654413,1.939754641,2.798852872
181100,975,310969.3497,130194.8479,Buildings,310966.93,130194.37,2.419715276,0.477940524,2.466464911
181106,999,310726.8446,130583.8052,Buildings,310724.66,130583.1,2.184623113,0.705188345,2.295619469
181239,88,311042.8961,140706.7884,Buildings,311040.5,140705.75,2.396062671,1.03842446,2.611406074
182243,1103,311967.264,128251.3945,Buildings,311967.03,128254.93,0.233980664,-3.535456525,3.543190623
182567,1022,312383.1971,128497.635,Buildings,312380.33,128496.87,2.867121507,0.765009113,2.967427283
182577,1022,312383.1971,128497.635,Buildings,312380.33,128496.87,2.867121507,0.765009113,2.967427283
184183,1034,311951.6055,125860.7181,Buildings,311951.58,125858.83,0.025458027,1.888145198,1.888316816
184411,1120,313175.6553,129021.0765,Buildings,313176.76,129019.9,-1.104749665,1.176492376,1.613879219
184483,1062,311452.5919,129800.8436,Buildings,311450.73,129799.16,1.861934551,1.683626139,2.510258403
184735,119,311127.1925,137040.7453,Buildings,311124.72,137039.68,2.47252529,1.065344501,2.692274172
184759,69,310796.8469,137203.5132,Buildings,310794.4,137201.44,2.446897666,2.073236555,3.207119892
184858,9,310798.8071,137226.9474,Buildings,310796.63,137225.23,2.177110494,1.717350729,2.7729233
185080,1092,312161.8809,125992.1649,Buildings,312160.84,125990.17,1.040908723,1.994897204,2.250134624
185086,1040,312178.9006,125985.9338,Buildings,312180.04,125986.47,-1.139440647,-0.536163687,1.259284117
185113,1104,312556.568,126061.5271,Buildings,312553.21,126060,3.35796451,1.527052533,3.688877213
185137,1069,313114.3355,126796.1353,Buildings,313110.92,126795.11,3.415493512,1.025307632,3.566069499
185139,989,313136.6868,126800.1955,Buildings,313133.65,126800.41,3.036839758,-0.214544249,3.044408802
185142,1121,313132.6833,126824.1189,Buildings,313130.32,126822.41,2.363287722,1.708850926,2.916384807
185143,1017,313109.9999,126820.2736,Buildings,313107.32,126819.01,2.679865039,1.263561807,2.962813708
185584,654,312404.364,132895.7637,Buildings,312405.362,132896.107,-0.998004675,-0.343322721,1.055406946
185602,615,312378.2989,132921.1471,Buildings,312376.17,132919.47,2.128942398,1.677059426,2.710152034
185962,708,312939.2394,132540.7437,Buildings,312936.75,132540.32,2.489405978,0.423728246,2.525210437
185967,610,312946.4354,132519.2163,Buildings,312943.95,132518.32,2.485354168,0.896282349,2.642027137
186542,99,310917.2107,141551.6453,Buildings,310919,141550.55,-1.789331662,1.095347904,2.097973981
186545,99,310917.2107,141551.6453,Buildings,310919,141550.55,-1.789331662,1.095347904,2.097973981
186551,99,310917.2107,141551.6453,Buildings,310919,141550.55,-1.789331662,1.095347904,2.097973981
186583,138,310972.6363,141334.4326,Buildings,310969.93,141333.52,2.706269934,0.912599511,2.855999794
186589,138,310972.6363,141334.4326,Buildings,310969.93,141333.52,2.706269934,0.912599511,2.855999794
186882,114,310832.3979,141144.0509,Buildings,310831.323,141142.933,1.074857233,1.117941145,1.55084186
186890,114,310832.3979,141144.0509,Buildings,310831.323,141142.933,1.074857233,1.117941145,1.55084186
187629,680,311633.7214,132906.1095,Buildings,311631.489,132905.051,2.232413822,1.058493193,2.470643502
187630,642,311636.6654,132954.3536,Buildings,311635.237,132953.768,1.428382826,0.585567832,1.543751011
187633,680,311633.7214,132906.1095,Buildings,311631.489,132905.051,2.232413822,1.058493193,2.470643502
187634,620,311604.7512,132835.6,Buildings,311602.568,132834.336,2.183183757,1.264032752,2.522710867
187638,620,311604.7512,132835.6,Buildings,311602.568,132834.336,2.183183757,1.264032752,2.522710867
187962,1027,310956.8777,130228.8689,Buildings,310955.82,130228.02,1.057749096,0.848865971,1.356247244
187968,1027,310956.8777,130228.8689,Buildings,310955.82,130228.02,1.057749096,0.848865971,1.356247244
188077,768,312643.8665,129666.3899,Buildings,312641.84,129665.84,2.026493316,0.549894191,2.099775888
188143,794,312561.003,129730.5229,Buildings,312558.591,129729.852,2.411985305,0.670887477,2.503550103
188144,817,312555.3305,129716.6288,Buildings,312552.9,129715.491,2.430547094,1.137842961,2.683700017
188146,828,312589.4395,129703.0367,Buildings,312587.085,129701.944,2.354547994,1.092653279,2.59572484
188148,804,312595.0306,129716.8263,Buildings,312592.776,129716.305,2.254634906,0.521299742,2.31411581
188149,794,312561.003,129730.5229,Buildings,312558.591,129729.852,2.411985305,0.670887477,2.503550103
188176,1114,311480.3934,129760.642,Buildings,311477.99,129759.17,2.403418895,1.472040537,2.818390627
188248,838,313188.7545,130044.4885,Buildings,313190.68,130043.07,-1.925492141,1.418505123,2.391584573
188315,1137,310941.5713,130061.4511,Buildings,310939.1,130061.09,2.471305826,0.361055096,2.497541445
188329,1137,310941.5713,130061.4511,Buildings,310939.1,130061.09,2.471305826,0.361055096,2.497541445
189551,85,311792.064,142995.9373,Buildings,311792.11,142997.86,-0.04598735,-1.922737141,1.923287017
189989,112,311048.9481,142303.9217,Buildings,311045.87,142302.26,3.078075304,1.661651861,3.497947182
190124,89,311586.256,136587.6051,Buildings,311584.73,136586.52,1.526039166,1.08511211,1.872502024
190471,61,311111.0273,141773.5863,Buildings,311108.85,141772.38,2.17732239,1.206321848,2.489165561
190498,73,311022.7699,142458.7056,Buildings,311021.57,142456.69,1.199907521,2.015612602,2.345734899
190511,136,311020.5998,142381.9835,Buildings,311017.57,142379.56,3.029770633,2.423487457,3.879794008
192319,68,313791.6861,142992.2444,Buildings,313790.24,142991.25,1.446067526,0.994377788,1.754963952
192327,68,313791.6861,142992.2444,Buildings,313790.24,142991.25,1.446067526,0.994377788,1.754963952
192371,83,313661.3684,143695.0761,Buildings,313658.76,143693.54,2.608399636,1.536087842,3.027096714
192424,122,313658.7881,143633.7094,Buildings,313657.48,143631.47,1.308136178,2.239399862,2.593478745
192532,107,313792.055,143574.4984,Buildings,313791,143572.73,1.054986738,1.768415489,2.059196533
192537,107,313792.055,143574.4984,Buildings,313791,143572.73,1.054986738,1.768415489,2.059196533
192574,96,313760.9967,143491.1604,Buildings,313758.7,143489.23,2.296740104,1.93044494,3.000272116
193597,72,313688.461,143428.0853,Buildings,313687,143425.76,1.461014284,2.325254453,2.746155678
193742,1126,312764.6651,128911.063,Buildings,312761.685,128909.795,2.980101167,1.268027444,3.238656598
193745,1149,312781.793,128905.8013,Buildings,312779.223,128904.969,2.570042101,0.832278019,2.701444632
193846,771,313545.198,129061.7684,Buildings,313542.08,129059.49,3.117995085,2.278378269,3.861722528
194001,637,312128.0732,133309.7447,Buildings,312125.72,133308.03,2.35319102,1.714721193,2.911662196
194008,637,312128.0732,133309.7447,Buildings,312125.72,133308.03,2.35319102,1.714721193,2.911662196
194312,1138,311934.3879,125730.7519,Buildings,311932.38,125729.03,2.007862282,1.721926515,2.645097705
194404,1006,311873.7693,125716.5797,Buildings,311873.33,125716.42,0.439314434,0.159694699,0.467439374
194412,1006,311873.7693,125716.5797,Buildings,311873.33,125716.42,0.439314434,0.159694699,0.467439374
194762,977,311468.5258,125503.4936,Buildings,311465.92,125502.23,2.605821201,1.263587453,2.89602441
195765,1133,312574.4233,125748.2388,Buildings,312572.38,125747.6,2.043349246,0.638775934,2.140866842
196443,1086,311968.6849,125770.6932,Buildings,311966.724,125769.008,1.960873342,1.685174718,2.585505385
197314,713,312128.2234,133341.5392,Buildings,312125.31,133341.08,2.913369716,0.459200916,2.949336973
197316,675,312126.37,133324.862,Buildings,312123,133323.47,3.369998475,1.39200221,3.646170576
197459,799,313932.8501,127926.3392,Buildings,313930.66,127924.56,2.190077139,1.779202808,2.821701704
197621,789,314133.0128,127859.6464,Buildings,314130.82,127858.92,2.192755106,0.726367022,2.309931602
197624,789,314133.0128,127859.6464,Buildings,314130.82,127858.92,2.192755106,0.726367022,2.309931602
197629,789,314133.0128,127859.6464,Buildings,314130.82,127858.92,2.192755106,0.726367022,2.309931602
197637,789,314133.0128,127859.6464,Buildings,314130.82,127858.92,2.192755106,0.726367022,2.309931602
198010,836,314021.2378,127835.6073,Buildings,314019.04,127832.28,2.197800278,3.327303831,3.987640512
198146,784,313614.6207,129075.7,Buildings,313612.23,129074.21,2.390727125,1.490031494,2.817049882
198151,988,313188.9008,129232.1449,Buildings,313184.69,129231.78,4.210772246,0.364911285,4.226554525
198167,1097,312711.9855,128950.4637,Buildings,312710.16,128950.59,1.825477299,-0.126347269,1.829844529
198183,1045,312728.1344,128952.9995,Buildings,312726.1,128954.01,2.034435642,-1.010494251,2.271569284
198206,1074,312509.4257,128592.963,Buildings,312507.15,128591.09,2.275691101,1.872954897,2.947325912
198216,1016,312696.6951,129084.5607,Buildings,312694.42,129082.47,2.275135065,2.09071837,3.089877484
198299,1068,313149.1393,129013.6447,Buildings,313148.88,129014.72,0.259294351,-1.075345613,1.106165334
198309,1120,313175.6553,129021.0765,Buildings,313176.76,129019.9,-1.104749665,1.176492376,1.613879219
198392,1155,312353.5513,128478.8226,Buildings,312354.017,128476.826,-0.465686982,1.996576287,2.050166148
198616,1080,312178.7419,128411.8788,Buildings,312175.999,128410.389,2.742867705,1.489784484,3.121342829
198648,1000,312075.6268,128388.0553,Buildings,312074.13,128389.33,1.496849701,-1.274675792,1.966051221
198669,1028,312122.1058,128517.1428,Buildings,312124.579,128517.811,-2.47318277,-0.668215375,2.561863541
199143,1127,313923.8855,126332.2864,Buildings,313921.84,126330.92,2.045476227,1.366383461,2.459873321
199147,995,313949.1661,126328.1123,Buildings,313946.97,126326.92,2.196111203,1.192340027,2.498915596
199148,1127,313923.8855,126332.2864,Buildings,313921.84,126330.92,2.045476227,1.366383461,2.459873321
201391,80,311425.1742,137287.3892,Buildings,311422.01,137286.23,3.164173081,1.159222866,3.36983515
201399,143,311343.9352,137345.1953,Buildings,311339.726,137344.715,4.209212021,0.480283562,4.236524299
201457,100,311710.5214,136481.0984,Buildings,311708.2,136480.55,2.321434126,0.548360711,2.385320916
201469,93,311095.1015,137106.4064,Buildings,311091.87,137105.71,3.231541748,0.696433407,3.305734647
202546,75,310990.9835,141488.7641,Buildings,310989.23,141486.92,1.753540635,1.844100863,2.544722529
202701,86,311371.2487,141815.3031,Buildings,311368.99,141814.94,2.25869,0.363114722,2.287691592
203509,146,313654.5947,143662.8036,Buildings,313652.7,143660.91,1.894729912,1.893636685,2.678779821
204273,814,312794.2544,129637.0401,Buildings,312791.35,129636.6,2.904422584,0.440089746,2.937575451
204358,1033,311554.9354,129838.9384,Buildings,311552.99,129838.63,1.945374244,0.308446232,1.969675107
204360,982,311543.3195,129846.8684,Buildings,311540.59,129846.23,2.72949639,0.638412092,2.803162596
204362,1033,311554.9354,129838.9384,Buildings,311552.99,129838.63,1.945374244,0.308446232,1.969675107
205407,627,313011.0005,132527.2142,Buildings,313008.645,132526.279,2.355450494,0.935171287,2.534303132
205410,725,312995.9711,132540.78,Buildings,312993.46,132540.104,2.511116632,0.675977598,2.600510037
205520,781,312548.4431,129699.8992,Buildings,312546.38,129699.451,2.063095408,0.448179134,2.111214626
205599,1023,312603.5367,126200.3193,Buildings,312600.51,126198.56,3.026700369,1.75934136,3.500885194
205601,1156,312653.9901,126216.9411,Buildings,312652.11,126215.66,1.880095347,1.281053216,2.275050737
205608,1156,312653.9901,126216.9411,Buildings,312652.11,126215.66,1.880095347,1.281053216,2.275050737
206435,104,311782.6346,137158.6978,Buildings,311780.1,137159.43,2.534551237,-0.732151364,2.638180357
206508,115,311674.868,136565.3942,Buildings,311672.818,136564.189,2.049961554,1.205190335,2.37798783
206781,687,312977.7209,132550.4369,Buildings,312974.45,132549.02,3.270949675,1.416889949,3.564644288
207876,1057,311797.3078,125583.2991,Buildings,311795.43,125582.5,1.877777885,0.799148476,2.040756739
208526,97,311534.3392,143127.9474,Buildings,311531.982,143125.941,2.357246207,2.006364002,3.095497729
209905,1091,313237.1138,129240.0104,Buildings,313235.038,129238.371,2.075817458,1.639355615,2.645090727
209908,1143,313251.0781,129239.5125,Buildings,313248.281,129237.451,2.797109714,2.061467454,3.474690032
210163,1131,310774.8771,130600.6801,Buildings,310772.53,130599.62,2.347133434,1.060115669,2.575437941
210164,1079,310764.8824,130605.7944,Buildings,310762.73,130605.42,2.15241314,0.374402414,2.184733277
210207,1056,310965.3552,130111.6958,Buildings,310963.4,130110.49,1.95524593,1.205849496,2.297185159
210213,1085,310919.6163,130078.9715,Buildings,310920.9,130076.99,-1.283715772,1.981461078,2.360956201
210227,1005,310976.0383,130012.6772,Buildings,310973.68,130010.94,2.358310527,1.73720372,2.929079259
210277,1108,310992.0474,130173.0479,Buildings,310994.086,130174.807,-2.03863094,-1.759054116,2.692635789
210427,1045,312728.1344,128952.9995,Buildings,312726.1,128954.01,2.034435642,-1.010494251,2.271569284
210436,994,312743.7438,128936.6601,Buildings,312743.46,128936.18,0.283805815,0.480136753,0.55774281
211590,76,311566.8001,136441.4048,Buildings,311564.94,136440.84,1.860143758,0.564799117,1.943999188
211769,139,311608.8799,136469.8583,Buildings,311606.94,136468.32,1.939907245,1.538307693,2.475809095
212275,740,311602.8551,132957.2957,Buildings,311600.906,132956.409,1.949052008,0.886671293,2.141258908
212276,718,311599.3518,132908.7597,Buildings,311597.158,132907.692,2.193801982,1.067738374,2.439842694
212310,147,311769.2722,143047.8972,Buildings,311767.88,143047.97,1.392233864,-0.07282132,1.394137036
212418,128,311645.2277,137275.1043,Buildings,311643.07,137274.31,2.15767745,0.794260779,2.299222077
212435,128,311645.2277,137275.1043,Buildings,311643.07,137274.31,2.15767745,0.794260779,2.299222077
212924,692,312480.5662,132846.9555,Buildings,312478.08,132845.7,2.486221118,1.255539598,2.785260334
212936,692,312480.5662,132846.9555,Buildings,312478.08,132845.7,2.486221118,1.255539598,2.785260334
213001,659,311726.6982,133002.9364,Buildings,311724.71,133002.21,1.988201082,0.726408654,2.11674587
217476,1324,319000.2136,139958.7013,Buildings,318998.92,139957.46,1.293648161,1.241264099,1.792836336
217704,1364,318740.3539,139908.6506,Buildings,318737.99,139907.32,2.363895199,1.330602153,2.712656005
218671,518,319067.1877,141558.4193,Buildings,319064.73,141556.59,2.457717263,1.829276766,3.063760374
218833,584,319229.5246,141364.2015,Buildings,319227.76,141363.05,1.764583957,1.151525075,2.107075352
219123,524,318755.3181,142954.6967,Buildings,318754.95,142953.78,0.368124634,0.916748535,0.987898589
219126,566,318761.391,142958.9159,Buildings,318758.65,142958.98,2.74104442,-0.064084538,2.741793453
219135,457,318777.9862,142973.3026,Buildings,318777.35,142972.18,0.636165974,1.122564887,1.29029418
219138,500,318783.2044,142977.4785,Buildings,318779.35,142976.88,3.854433723,0.598499184,3.900623104
219186,548,318197.7965,142407.8701,Buildings,318195.469,142405.963,2.327486206,1.907060157,3.008998253
221056,1249,319639.5074,129916.6563,Buildings,319636.41,129916,3.097364504,0.656321946,3.166137295
221064,1249,319639.5074,129916.6563,Buildings,319636.41,129916,3.097364504,0.656321946,3.166137295
221190,1335,319252.9483,139540.5312,Buildings,319253.76,139540.52,-0.811663535,0.01122496,0.811741149
221757,1387,319311.4485,139588.7376,Buildings,319309.41,139587.8,2.038546759,0.937566074,2.243814393
222696,184,320485.5208,144448.3797,Buildings,320482.58,144446.46,2.940768737,1.919661178,3.511868421
222760,162,320241.3698,144361.8552,Buildings,320238.42,144361.31,2.949844395,0.545227892,2.999809229
222805,232,320089.4211,144344.0361,Buildings,320087.02,144342.7,2.401074281,1.336064715,2.747767571
224107,219,319907.3422,143959.2925,Buildings,319903.14,143957.02,4.202233424,2.272488801,4.777339332
224111,219,319907.3422,143959.2925,Buildings,319903.14,143957.02,4.202233424,2.272488801,4.777339332
224149,150,319953.1403,143946.8599,Buildings,319950.13,143945.76,3.010298627,1.099858684,3.204931661
224153,150,319953.1403,143946.8599,Buildings,319950.13,143945.76,3.010298627,1.099858684,3.204931661
225011,546,321238.2388,142472.8992,Buildings,321236.55,142472.07,1.688781751,0.829246655,1.881391458
225185,484,321068.3054,142409.1421,Buildings,321066.28,142407.04,2.025388218,2.102054676,2.919046299
225234,569,321056.9978,142487.1094,Buildings,321054.84,142486.297,2.157849073,0.812412795,2.305716195
225235,527,321038.9455,142488.8412,Buildings,321036.225,142487.995,2.720487887,0.846163915,2.849043298
225242,569,321056.9978,142487.1094,Buildings,321054.84,142486.297,2.157849073,0.812412795,2.305716195
228664,1347,319023.4257,139516.6422,Buildings,319020.93,139515.39,2.495694227,1.252202582,2.792221514
228822,1366,319420.676,139488.539,Buildings,319417.84,139488.05,2.83602454,0.489031039,2.877878828
228877,1377,319179.7921,139208.8241,Buildings,319177.76,139208.37,2.032135166,0.454081805,2.082249654
229137,1326,319142.607,139248.784,Buildings,319141.26,139248.07,1.347037932,0.713967136,1.524552479
229665,1283,321214.961,129444.2556,Buildings,321213.201,129443.344,1.759957985,0.911577045,1.982025433
229674,1283,321214.961,129444.2556,Buildings,321213.201,129443.344,1.759957985,0.911577045,1.982025433
229728,404,321410.4161,125693.9161,Buildings,321407.4,125693.25,3.016071042,0.666058008,3.088740487
229962,1373,320666.7905,137570.21,Buildings,320664.959,137570.539,1.831475772,-0.328967205,1.860785567
229987,1361,320376.8259,137698.0935,Buildings,320374.01,137697.57,2.815930257,0.523510445,2.864179882
230484,1368,318524.0395,139425.0589,Buildings,318522.488,139425.082,1.551469633,-0.023089008,1.551641429
230487,1389,318526.9174,139395.5517,Buildings,318525.68,139395.17,1.237386089,0.381742016,1.294932933
231046,1345,319450.4574,139391.9579,Buildings,319451.04,139392.15,-0.582606151,-0.192063204,0.613447798
231426,1358,319615.0904,138352.1129,Buildings,319612.067,138351.374,3.023394597,0.738929543,3.112383614
231432,1370,319629.859,138277.5552,Buildings,319627.567,138275.882,2.291968998,1.673187601,2.8377242
232703,177,320038.0664,144101.5908,Buildings,320036.83,144101.51,1.236393037,0.080770188,1.239028476
232749,204,320004.4817,144188.7778,Buildings,320005.92,144190.4,-1.438287453,-1.622232574,2.168019677
234612,475,319204.4547,141471.8794,Buildings,319201.56,141472.65,2.894746802,-0.770619782,2.995565706
234616,475,319204.4547,141471.8794,Buildings,319201.56,141472.65,2.894746802,-0.770619782,2.995565706
235702,600,318116.0236,140779.602,Buildings,318113.5,140778.09,2.523616335,1.512021534,2.941912393
235709,558,318095.8763,140757.2454,Buildings,318092.5,140757.09,3.376288032,0.155364696,3.379860805
238874,598,320956.5483,141823.9983,Buildings,320952.903,141823.146,3.645319056,0.852285422,3.743626779
238877,489,320985.074,141837.4387,Buildings,320981.893,141836.4,3.180984127,1.038738338,3.346287099
238884,598,320956.5483,141823.9983,Buildings,320952.903,141823.146,3.645319056,0.852285422,3.743626779
238907,574,320974.0725,141980.7958,Buildings,320970.859,141981.079,3.213501126,-0.283164226,3.225952799
238967,200,321236.6354,140221.4207,Buildings,321233.584,140220.493,3.051433956,0.927730014,3.189346668
240529,1277,320892.5888,128684.0229,Buildings,320890.41,128683.74,2.178828,0.282947746,2.19712332
240582,1257,320859.6278,128727.6238,Buildings,320857.04,128727.09,2.587822703,0.533840308,2.642311832
240870,1263,321162.5122,129425.2654,Buildings,321159.82,129424.56,2.692224426,0.705421985,2.78310843
240883,1297,320802.9467,128989.9772,Buildings,320800.82,128989.92,2.126666777,0.05724248,2.127437022
241554,582,319286.1562,143683.0928,Buildings,319289.4,143682.1,-3.243848744,0.992785452,3.392370503
241576,571,317930.2584,141602.5196,Buildings,317928.12,141600.19,2.138359233,2.329615935,3.162228742
241578,529,317953.4181,141624.7653,Buildings,317952.32,141622.4,1.09805989,2.365293179,2.607747561
241579,486,317936.1128,141628.7309,Buildings,317934.15,141626.55,1.962831596,2.180863489,2.934088177
241580,571,317930.2584,141602.5196,Buildings,317928.12,141600.19,2.138359233,2.329615935,3.162228742
241612,510,317955.3533,141687.7465,Buildings,317953.79,141686.51,1.563281014,1.236491298,1.993177929
241615,467,317929.4637,141690.411,Buildings,317927.79,141688.91,1.673701969,1.501033701,2.248194932
241654,534,317900.1448,141702.3038,Buildings,317896.66,141701.29,3.484806639,1.01381827,3.629284336
241657,576,317918.4996,141702.4351,Buildings,317917.03,141701.62,1.469552886,0.815130275,1.680482982
241658,534,317900.1448,141702.3038,Buildings,317896.66,141701.29,3.484806639,1.01381827,3.629284336
241672,472,318087.6477,140709.2594,Buildings,318088.86,140710.45,-1.212255619,-1.190550405,1.699109753
241753,459,319423.4475,143124.8268,Buildings,319419.51,143123.45,3.937541327,1.376831983,4.171318498
242045,568,319727.437,142991.3187,Buildings,319723.044,142990.056,4.392959188,1.262701542,4.570832048
242048,526,319714.2502,142994.0888,Buildings,319711.73,142992.062,2.520162348,2.026764348,3.234036485
242056,568,319727.437,142991.3187,Buildings,319723.044,142990.056,4.392959188,1.262701542,4.570832048
242113,483,319812.3292,143092.8821,Buildings,319809.608,143091.219,2.721240188,1.663061035,3.189188011
243453,478,319402.8126,143360.4678,Buildings,319405.44,143359.97,-2.627423101,0.49776682,2.674158552
243572,473,319325.8347,143691.4814,Buildings,319322.9,143690.7,2.934680739,0.781371882,3.036921641
243606,540,319297.685,143664.2822,Buildings,319300.44,143665.02,-2.755010947,-0.737825373,2.852099507
243744,192,319331.1997,143935.5852,Buildings,319328.36,143933.67,2.839707863,1.915236585,3.425211223
